symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent,capital
AXISBANK,16,11,68.75,0.11,0.01,1000694.43
BAJAJ-AUTO,17,14,82.35,5.77,0.34,1041938.48
BAJAJFINSV,20,16,80.00,3.07,0.15,1022758.98
BAJAJHFL,15,8,53.33,0.00,0.00,999497.73
BAJAJHLDNG,18,15,83.33,4.67,0.26,1046652.93
BAJFINANCE,19,11,57.89,3.97,0.21,1038733.23
BALKRISIND,19,14,73.68,4.71,0.25,1065703.34
BALRAMCHIN,21,12,57.14,-19.80,-0.94,717204.32
BANDHANBNK,21,15,71.43,-1.17,-0.06,992321.40
BANKBARODA,20,15,75.00,2.55,0.13,1021514.77
BANKINDIA,15,10,66.67,0.68,0.05,1004287.07
BATAINDIA,19,8,42.11,8.90,0.47,1023559.80
BAYERCROP,18,14,77.78,3.48,0.19,1053842.29
BBTC,17,9,52.94,-15.52,-0.91,839027.33
BDL,19,13,68.42,-3.49,-0.18,982446.25
BEL,20,15,75.00,1.24,0.06,1011148.65
BELRISE,18,15,83.33,-2.77,-0.15,970000.43
BEML,17,15,88.24,3.04,0.18,1019044.67
BERGEPAINT,18,12,66.67,0.31,0.02,1004793.98
BHARATFORG,21,18,85.71,7.96,0.38,1154308.00
BHARTIARTL,20,13,65.00,6.62,0.33,1111139.50
BHARTIHEXA,19,15,78.95,-2.54,-0.13,940338.37
BHEL,17,12,70.59,3.97,0.23,1029146.36
BIKAJI,17,14,82.35,1.67,0.10,1031903.64
BIOCON,18,13,72.22,1.37,0.08,1011657.03
BLS,19,15,78.95,4.53,0.24,1031158.70
BLUEDART,16,11,68.75,3.58,0.22,1030127.67
BLUEJET,19,17,89.47,12.09,0.64,1156268.01
BLUESTARCO,19,13,68.42,-2.64,-0.14,957570.65
BOSCHLTD,18,11,61.11,-5.08,-0.28,961884.95
BPCL,17,9,52.94,0.76,0.04,1005681.18
BRIGADE,21,16,76.19,-5.74,-0.27,985627.55
BRITANNIA,19,14,73.68,5.39,0.28,1080583.82
BSE,18,11,61.11,4.28,0.24,1021490.32
BSOFT,16,10,62.50,-9.10,-0.57,946998.07
CAMS,19,14,73.68,1.86,0.10,1006019.48
CANBK,19,10,52.63,-1.05,-0.06,990172.34
CANFINHOME,21,19,90.48,5.49,0.26,1086499.38
CANHLIFE,20,19,95.00,13.97,0.70,1305435.53
CAPLIPOINT,18,15,83.33,8.70,0.48,1103499.76
CARBORUNIV,20,16,80.00,3.49,0.17,1046493.88
CARTRADE,18,16,88.89,-0.67,-0.04,995549.54
CASTROLIND,16,9,56.25,2.74,0.17,1013741.58
CCL,19,18,94.74,6.15,0.32,1148278.70
CDSL,17,14,82.35,4.86,0.29,1024604.66
CEATLTD,20,13,65.00,-3.96,-0.20,964884.59
CEMPRO,19,14,73.68,3.90,0.21,1027741.41
CENTRALBK,16,13,81.25,0.61,0.04,1004051.86
CESC,21,5,23.81,-9.03,-0.43,956860.79
CGCL,20,15,75.00,0.60,0.03,1005331.42
CGPOWER,21,18,85.71,4.92,0.23,1051176.04
CHALET,18,16,88.89,7.49,0.42,1092993.45
CHAMBLFERT,17,10,58.82,-0.80,-0.05,990777.36
CHENNPETRO,19,12,63.16,2.49,0.13,1030050.10
CHOICEIN,20,16,80.00,2.28,0.11,1009997.16
CHOLAFIN,19,10,52.63,-0.73,-0.04,993003.70
CHOLAHLDNG,21,17,80.95,0.70,0.03,1005991.17
CIEINDIA,18,14,77.78,1.20,0.07,1015312.71
CIPLA,18,15,83.33,1.27,0.07,1013189.41
CLEAN,17,10,58.82,2.61,0.15,1032357.33
COALINDIA,17,14,82.35,2.02,0.12,1015552.77
COCHINSHIP,19,11,57.89,-2.94,-0.15,986755.22
COFORGE,19,12,63.16,-2.38,-0.13,986345.79
COHANCE,19,11,57.89,-1.89,-0.10,983252.82
COLPAL,18,15,83.33,-1.42,-0.08,988042.55
CONCOR,18,11,61.11,0.80,0.04,1004889.77
CONCORDBIO,20,15,75.00,11.84,0.59,1171498.06
COROMANDEL,16,11,68.75,2.62,0.16,1031103.80
CPPLUS,21,13,61.90,1.96,0.09,1018215.68
CRAFTSMAN,21,14,66.67,-5.32,-0.25,907255.83
CREDITACC,19,15,78.95,-4.15,-0.22,979985.09
CRISIL,19,15,78.95,3.86,0.20,1041193.36
CROMPTON,19,12,63.16,-1.91,-0.10,976574.79
CUB,21,13,61.90,-5.79,-0.28,952541.77
CUMMINSIND,16,14,87.50,14.12,0.88,1211738.30
CYIENT,18,15,83.33,-0.23,-0.01,996525.72
DABUR,18,14,77.78,0.89,0.05,1008422.98
DALBHARAT,17,14,82.35,1.57,0.09,1022677.50
DATAPATTNS,19,11,57.89,-11.33,-0.60,931229.19
DCMSHRIRAM,19,13,68.42,6.00,0.32,1146403.60
DEEPAKFERT,17,9,52.94,-6.64,-0.39,958494.23
DEEPAKNTR,20,10,50.00,0.74,0.04,1004680.25
DELHIVERY,19,14,73.68,11.31,0.60,1082876.95
DEVYANI,18,13,72.22,1.59,0.09,1013512.98
DIVISLAB,18,11,61.11,1.53,0.09,1018484.76
DIXON,20,14,70.00,1.32,0.07,1009929.90
DLF,19,13,68.42,0.58,0.03,1003868.75
DMART,16,9,56.25,-0.56,-0.03,994143.33
DOMS,17,13,76.47,6.98,0.41,1092065.23
DRREDDY,18,15,83.33,6.86,0.38,1105705.83
ECLERX,20,13,65.00,-5.13,-0.26,970069.52
EICHERMOT,20,14,70.00,3.31,0.17,1022879.95
EIDPARRY,21,15,71.43,1.38,0.07,1013370.69
EIHOTEL,20,15,75.00,-1.71,-0.09,974470.79
ELECON,20,14,70.00,-2.09,-0.10,988817.24
ELGIEQUIP,18,15,83.33,4.98,0.28,1065498.83
EMAMILTD,18,12,66.67,-11.64,-0.65,799594.48
EMCURE,16,13,81.25,0.84,0.05,1021149.11
EMMVEE,18,8,44.44,1.05,0.06,1006869.05
ENDURANCE,19,16,84.21,4.93,0.26,1080123.14
ENGINERSIN,19,14,73.68,-2.29,-0.12,984161.16
ENRIN,17,10,58.82,-6.72,-0.40,955912.58
ERIS,19,17,89.47,6.06,0.32,1174111.42
ESCORTS,17,12,70.59,4.18,0.25,1030440.36
ETERNAL,19,17,89.47,9.61,0.51,1088744.64
EXIDEIND,18,14,77.78,2.80,0.16,1026926.05
FACT,20,13,65.00,-7.23,-0.36,963514.99
FEDERALBNK,18,18,100.00,7.93,0.44,1102642.84
FINCABLES,19,15,78.95,1.78,0.09,1011556.84
FIRSTCRY,19,15,78.95,1.43,0.08,1009596.06
FIVESTAR,19,15,78.95,1.56,0.08,1009622.79
FLUOROCHEM,19,18,94.74,7.69,0.40,1171790.69
FORCEMOT,19,13,68.42,-3.83,-0.20,991435.23
FORTIS,18,11,61.11,1.39,0.08,1016767.49
FSL,21,17,80.95,1.19,0.06,1003119.91
GABRIEL,19,16,84.21,6.98,0.37,1060186.38
GAIL,18,14,77.78,1.65,0.09,1011997.81
GALLANTT,20,17,85.00,12.34,0.62,1199966.89
GESHIP,16,8,50.00,3.14,0.20,1029657.77
GICRE,21,0,0.00,-7.56,-0.36,959207.08
GILLETTE,17,14,82.35,2.50,0.15,1013288.84
GLAND,17,10,58.82,-5.13,-0.30,880802.18
GLAXO,19,14,73.68,-1.87,-0.10,987155.80
GLENMARK,18,13,72.22,5.18,0.29,1088652.05
GMDCLTD,18,11,61.11,-4.85,-0.27,973467.02
GMRAIRPORT,21,17,80.95,4.80,0.23,1056668.02
GODFRYPHLP,17,8,47.06,-9.36,-0.55,952636.87
GODIGIT,18,14,77.78,5.35,0.30,1294297.82
GODREJCP,19,10,52.63,-1.98,-0.10,972034.07
GODREJIND,20,17,85.00,10.21,0.51,1110082.80
GODREJPROP,20,13,65.00,0.41,0.02,1001465.66
GPIL,20,17,85.00,7.64,0.38,1092034.79
GRANULES,17,16,94.12,9.94,0.58,1134475.21
GRAPHITE,18,15,83.33,8.11,0.45,1041585.47
GRASIM,17,14,82.35,4.14,0.24,1037956.69
GRAVITA,18,15,83.33,6.08,0.34,1049089.33
GROWW,16,12,75.00,-0.90,-0.06,992785.41
GRSE,17,9,52.94,-2.96,-0.17,986456.12
HAL,18,10,55.56,-5.03,-0.28,970234.78
HAVELLS,19,17,89.47,3.68,0.19,1045309.50
HBLENGINE,19,13,68.42,-3.31,-0.17,979561.80
HCLTECH,20,13,65.00,0.19,0.01,1000824.30
HDBFS,20,14,70.00,4.14,0.21,1032139.09
HDFCAMC,13,10,76.92,3.23,0.25,1020504.59
HDFCBANK,16,11,68.75,3.59,0.22,1050217.68
HDFCLIFE,18,11,61.11,1.71,0.10,1023626.97
HEROMOTOCO,19,13,68.42,0.48,0.03,1002183.58
HEXT,21,16,76.19,9.52,0.45,1187357.55
HINDALCO,21,11,52.38,-1.13,-0.05,987024.27
HINDCOPPER,19,14,73.68,-2.21,-0.12,985449.50
HINDPETRO,21,6,28.57,-7.49,-0.36,964878.89
HINDUNILVR,15,10,66.67,0.61,0.04,1007746.16
HINDZINC,21,7,33.33,-15.51,-0.74,910642.08
HOMEFIRST,18,14,77.78,2.90,0.16,1025773.55
HONASA,19,12,63.16,0.56,0.03,1008123.08
HONAUT,16,14,87.50,5.73,0.36,1062405.12
HSCL,20,15,75.00,1.35,0.07,1010330.71
HUDCO,18,15,83.33,2.10,0.12,1013845.96
HYUNDAI,20,15,75.00,6.74,0.34,1070013.24
ICICIAMC,20,15,75.00,2.14,0.11,1022761.91
ICICIBANK,20,14,70.00,2.57,0.13,1029009.17
ICICIGI,20,14,70.00,3.92,0.20,1051170.78
ICICIPRULI,20,14,70.00,2.48,0.12,1023773.55
IDBI,17,11,64.71,-2.57,-0.15,979925.84
IDEA,17,13,76.47,6.05,0.36,1052217.54
IDFCFIRSTB,18,13,72.22,3.04,0.17,1030769.31
IEX,19,16,84.21,4.78,0.25,1038594.23
IFCI,20,13,65.00,1.30,0.07,1003834.81
IGIL,18,15,83.33,5.78,0.32,1053477.82
IGL,18,13,72.22,3.61,0.20,1033028.95
IIFL,20,14,70.00,-2.64,-0.13,971846.59
IKS,20,19,95.00,9.26,0.46,1172997.52
INDGN,18,16,88.89,6.39,0.35,1148627.21
INDHOTEL,16,14,87.50,5.41,0.34,1049498.11
INDIACEM,18,16,88.89,4.94,0.27,1061595.95
INDIAMART,18,14,77.78,5.14,0.29,1092043.17
INDIANB,18,13,72.22,2.95,0.16,1023225.38
INDIGO,18,8,44.44,2.76,0.15,1023040.09
INDUSINDBK,17,15,88.24,4.95,0.29,1033185.14
INDUSTOWER,18,7,38.89,-2.78,-0.15,980154.49
INFY,19,12,63.16,-1.77,-0.09,989730.14
INOXWIND,16,13,81.25,1.46,0.09,1003686.12
INTELLECT,18,13,72.22,0.77,0.04,1004307.62
IOB,16,11,68.75,1.97,0.12,1016342.80
IOC,16,8,50.00,-0.64,-0.04,993996.19
IPCALAB,17,11,64.71,-4.34,-0.26,895346.14
IRB,18,12,66.67,-3.42,-0.19,982786.81
IRCON,21,14,66.67,-0.35,-0.02,997509.02
IRCTC,17,10,58.82,-8.50,-0.50,908520.28
IREDA,17,14,82.35,1.44,0.08,1011628.82
IRFC,15,9,60.00,-2.03,-0.14,985276.85
ITC,18,9,50.00,-1.87,-0.10,991051.65
ITCHOTELS,18,10,55.56,-5.59,-0.31,949455.03
ITI,19,13,68.42,3.03,0.16,1018342.65
JAINREC,18,11,61.11,-6.68,-0.37,939211.89
JBMA,19,10,52.63,-10.47,-0.55,968429.28
JINDALSAW,17,10,58.82,-5.89,-0.35,962970.41
JINDALSTEL,21,17,80.95,5.28,0.25,1062753.84
JIOFIN,18,6,33.33,-2.54,-0.14,984685.49
JKCEMENT,17,13,76.47,0.82,0.05,1007741.64
JKTYRE,19,13,68.42,0.22,0.01,1001118.59
JMFINANCIL,16,12,75.00,3.36,0.21,1020803.05
JPPOWER,19,14,73.68,2.41,0.13,1018078.88
JSL,20,16,80.00,1.09,0.05,1011749.50
JSWCEMENT,20,16,80.00,5.13,0.26,1048967.25
JSWDULUX,20,19,95.00,7.73,0.39,1305216.39
JSWENERGY,18,9,50.00,0.08,0.00,1000488.12
JSWINFRA,16,12,75.00,3.63,0.23,1026049.09
JSWSTEEL,20,15,75.00,6.92,0.35,1098017.30
JUBLFOOD,21,12,57.14,-3.79,-0.18,954346.16
JUBLINGREA,19,16,84.21,6.24,0.33,1055275.09
JUBLPHARMA,20,17,85.00,15.18,0.76,1445769.14
JWL,18,13,72.22,2.95,0.16,1028645.68
JYOTICNC,18,12,66.67,-8.63,-0.48,938372.40
KAJARIACER,18,13,72.22,1.80,0.10,1029916.71
KALYANKJIL,21,14,66.67,1.93,0.09,1010033.14
KARURVYSYA,17,14,82.35,3.80,0.22,1027627.06
KAYNES,20,15,75.00,7.29,0.36,1038972.04
KEC,17,12,70.59,0.71,0.04,1004783.89
KEI,20,14,70.00,-3.85,-0.19,975977.81
KFINTECH,19,19,100.00,10.37,0.55,1066385.85
KIMS,17,15,88.24,6.17,0.36,1114593.80
KIRLOSENG,20,17,85.00,17.42,0.87,1186328.73
KOTAKBANK,19,12,63.16,-4.26,-0.22,949929.83
KPIL,17,12,70.59,0.21,0.01,1001341.69
KPITTECH,19,14,73.68,-0.29,-0.02,997063.99
KPRMILL,19,12,63.16,1.19,0.06,1020641.34
LALPATHLAB,19,15,78.95,3.86,0.20,1035561.41
LATENTVIEW,18,12,66.67,-0.07,-0.00,998188.62
LAURUSLABS,19,14,73.68,5.50,0.29,1054302.64
LEMONTREE,17,13,76.47,-0.40,-0.02,993259.18
LENSKART,20,14,70.00,2.46,0.12,1028672.89
LGEINDIA,20,16,80.00,4.65,0.23,1043261.40
LICHSGFIN,15,10,66.67,-3.71,-0.25,961515.11
LICI,18,15,83.33,9.07,0.50,1054740.86
LINDEINDIA,20,12,60.00,-8.25,-0.41,845359.79
LLOYDSME,21,18,85.71,1.73,0.08,1007486.06
LODHA,19,12,63.16,-1.97,-0.10,986647.77
LT,18,12,66.67,-0.21,-0.01,997928.08
LTF,18,13,72.22,3.28,0.18,1028279.26
LTFOODS,18,15,83.33,6.25,0.35,1095274.72
LTM,20,13,65.00,-10.74,-0.54,937365.28
LTTS,18,11,61.11,-1.83,-0.10,979602.98
LUPIN,19,15,78.95,1.31,0.07,1014247.25
MAHABANK,19,15,78.95,-3.45,-0.18,969784.84
MANAPPURAM,20,12,60.00,1.28,0.06,1012839.98
MANKIND,17,11,64.71,2.30,0.14,1040185.80
MAPMYINDIA,19,13,68.42,-3.86,-0.20,944602.90
MARICO,20,18,90.00,6.30,0.31,1143151.83
MARUTI,20,14,70.00,4.54,0.23,1037532.09
MAXHEALTH,20,16,80.00,3.36,0.17,1063848.28
MAZDOCK,18,14,77.78,1.51,0.08,1009267.07
MCX,21,14,66.67,-2.20,-0.10,982014.84
MEDANTA,18,14,77.78,0.35,0.02,1004382.53
MEESHO,18,15,83.33,7.98,0.44,1067086.63
MFSL,19,14,73.68,5.52,0.29,1078144.03
MGL,20,14,70.00,2.13,0.11,1013128.50
MINDACORP,20,16,80.00,3.68,0.18,1044958.37
MMTC,18,12,66.67,-3.48,-0.19,986203.70
MOTHERSON,18,15,83.33,-1.02,-0.06,991434.96
MOTILALOFS,20,17,85.00,1.70,0.09,1007640.40
MPHASIS,17,10,58.82,0.29,0.02,1001706.33
MRF,14,11,78.57,-1.46,-0.10,992044.92
MRPL,17,9,52.94,-3.84,-0.23,966581.97
MSUMI,18,12,66.67,-2.62,-0.15,965924.23
MUTHOOTFIN,19,7,36.84,-9.90,-0.52,935605.22
NAM-INDIA,18,14,77.78,3.34,0.19,1016662.11
NATCOPHARM,19,14,73.68,-3.10,-0.16,966004.32
NATIONALUM,20,10,50.00,-8.96,-0.45,950579.80
NAUKRI,18,13,72.22,-3.04,-0.17,974466.87
NAVA,17,12,70.59,1.78,0.10,1014832.52
NAVINFLUOR,16,12,75.00,-6.10,-0.38,907173.55
NBCC,17,11,64.71,1.21,0.07,1007005.26
NCC,18,13,72.22,2.75,0.15,1025473.88
NESTLEIND,17,15,88.24,5.43,0.32,1073000.96
NETWEB,20,13,65.00,-7.10,-0.36,979683.84
NEULANDLAB,18,12,66.67,0.18,0.01,1000160.22
NEWGEN,17,13,76.47,0.42,0.02,1000923.86
NH,17,11,64.71,-3.13,-0.18,922437.50
NHPC,18,12,66.67,1.00,0.06,1009430.24
NIACL,20,13,65.00,-1.09,-0.05,995104.32
NIVABUPA,16,13,81.25,10.69,0.67,1255955.90
NLCINDIA,19,16,84.21,6.75,0.36,1090649.19
NMDC,20,12,60.00,2.08,0.10,1014931.57
NSLNISP,19,12,63.16,-15.72,-0.83,933355.00
NTPC,19,15,78.95,-0.50,-0.03,992770.02
NTPCGREEN,16,12,75.00,1.56,0.10,1017345.23
NUVAMA,17,12,70.59,4.12,0.24,1022493.82
NUVOCO,20,15,75.00,3.43,0.17,1068031.38
NYKAA,20,18,90.00,8.24,0.41,1151412.93
OBEROIRLTY,20,14,70.00,4.77,0.24,1068248.09
OFSS,20,13,65.00,-0.38,-0.02,998968.94
OIL,21,15,71.43,4.51,0.21,1032014.34
OLAELEC,20,15,75.00,-5.64,-0.28,966366.90
OLECTRA,19,11,57.89,-4.54,-0.24,980558.33
ONESOURCE,18,15,83.33,-0.13,-0.01,994307.73
ONGC,19,17,89.47,6.89,0.36,1057995.45
PAGEIND,18,14,77.78,-0.92,-0.05,988057.37
PARADEEP,19,14,73.68,-6.15,-0.32,946891.24
PATANJALI,17,14,82.35,6.01,0.35,1051694.95
PAYTM,19,15,78.95,7.70,0.41,1072144.50
PCBL,20,10,50.00,-5.95,-0.30,975873.71
PERSISTENT,19,16,84.21,4.50,0.24,1034216.44
PETRONET,20,16,80.00,7.06,0.35,1039273.00
PFC,19,13,68.42,-8.63,-0.45,935729.43
PFIZER,20,14,70.00,-0.09,-0.00,996716.26
PFOCUS,19,16,84.21,5.27,0.28,1118782.23
PGEL,20,16,80.00,7.67,0.38,1066402.63
PHOENIXLTD,19,15,78.95,4.48,0.24,1059474.34
PIDILITIND,19,14,73.68,1.13,0.06,1010558.41
PIIND,18,13,72.22,-4.19,-0.23,930847.47
PINELABS,21,14,66.67,-5.38,-0.26,937586.34
PIRAMALFIN,18,17,94.44,8.10,0.45,1156645.57
PNB,21,14,66.67,0.50,0.02,1002457.48
PNBHOUSING,20,9,45.00,-7.31,-0.37,958984.14
POLICYBZR,18,15,83.33,10.06,0.56,1088967.48
POLYCAB,20,14,70.00,3.13,0.16,1019754.51
POLYMED,20,13,65.00,-2.60,-0.13,977650.36
POONAWALLA,21,18,85.71,7.19,0.34,1061489.52
POWERGRID,19,14,73.68,2.48,0.13,1035945.10
POWERINDIA,19,12,63.16,-7.69,-0.40,971259.65
PPLPHARMA,17,16,94.12,13.42,0.79,1159250.03
PREMIERENE,17,14,82.35,7.26,0.43,1059259.45
PRESTIGE,19,16,84.21,6.52,0.34,1071581.24
PTCIL,19,12,63.16,-6.49,-0.34,898260.31
PVRINOX,19,17,89.47,8.27,0.44,1073086.68
PWL,20,15,75.00,2.65,0.13,1020823.46
RADICO,16,13,81.25,2.63,0.16,1017778.08
RAILTEL,19,12,63.16,-2.36,-0.12,989500.25
RAINBOW,19,16,84.21,7.78,0.41,1263590.55
RAMCOCEM,20,16,80.00,1.61,0.08,1027425.87
RBLBANK,18,16,88.89,4.38,0.24,1057407.40
RECLTD,17,11,64.71,-1.26,-0.07,991606.73
REDINGTON,17,12,70.59,-3.68,-0.22,976086.70
RELIANCE,17,11,64.71,-1.70,-0.10,981971.49
RHIM,19,13,68.42,0.88,0.05,1002731.63
RITES,18,17,94.44,6.89,0.38,1033562.20
RKFORGE,19,14,73.68,11.02,0.58,1106448.04
RPOWER,19,14,73.68,-2.74,-0.14,986566.67
RRKABEL,19,16,84.21,0.68,0.04,1006406.43
RVNL,18,11,61.11,-7.29,-0.41,961662.07
SAGILITY,19,16,84.21,3.75,0.20,1052865.34
SAIL,18,10,55.56,0.07,0.00,998807.22
SAILIFE,20,15,75.00,1.47,0.07,1019095.20
SAMMAANCAP,18,14,77.78,6.61,0.37,1016124.04
SAPPHIRE,19,15,78.95,3.24,0.17,1059756.97
SARDAEN,19,15,78.95,1.84,0.10,1020975.87
SAREGAMA,21,17,80.95,4.41,0.21,1035956.93
SBFC,17,14,82.35,-0.33,-0.02,976073.02
SBICARD,18,15,83.33,2.85,0.16,1025741.59
SBILIFE,17,14,82.35,5.77,0.34,1081558.41
SBIN,17,8,47.06,-5.99,-0.35,943044.28
SCHAEFFLER,20,14,70.00,0.48,0.02,1005788.88
SCHNEIDER,20,16,80.00,4.54,0.23,1037156.84
SCI,16,9,56.25,-2.42,-0.15,988362.29
SHREECEM,18,8,44.44,-9.07,-0.50,882257.69
SHRIRAMFIN,20,14,70.00,2.34,0.12,1013314.27
SHYAMMETL,20,17,85.00,10.83,0.54,1176267.89
SIEMENS,20,13,65.00,1.63,0.08,1013215.28
SIGNATURE,19,13,68.42,1.67,0.09,1015811.73
SJVN,18,12,66.67,1.23,0.07,1006310.05
SOBHA,19,16,84.21,8.30,0.44,1167641.91
SOLARINDS,18,13,72.22,0.05,0.00,996011.09
SONACOMS,20,15,75.00,11.22,0.56,1266959.49
SONATSOFTW,21,16,76.19,-1.97,-0.09,986691.72
SPLPETRO,20,17,85.00,12.81,0.64,1339038.91
SRF,19,14,73.68,1.98,0.10,1020693.53
STARHEALTH,18,13,72.22,0.53,0.03,1012856.27
SUMICHEM,20,16,80.00,6.25,0.31,1062783.64
SUNDARMFIN,20,12,60.00,-10.85,-0.54,840416.09
SUNPHARMA,19,15,78.95,4.27,0.22,1072802.14
SUNTV,19,13,68.42,2.34,0.12,1036199.40
SUPREMEIND,20,15,75.00,3.89,0.19,1039209.29
SUZLON,16,12,75.00,-1.67,-0.10,982842.26
SWANCORP,18,16,88.89,5.98,0.33,1042116.49
SWIGGY,19,12,63.16,-1.79,-0.09,985507.61
SYNGENE,20,13,65.00,0.63,0.03,1006715.62
SYRMA,21,13,61.90,-4.24,-0.20,960931.38
TARIL,18,15,83.33,5.78,0.32,1025482.85
TATACAP,20,10,50.00,-4.29,-0.21,956760.89
TATACHEM,18,8,44.44,-7.09,-0.39,947121.81
TATACOMM,20,15,75.00,1.37,0.07,1013185.43
TATACONSUM,16,11,68.75,4.11,0.26,1072852.73
TATAELXSI,17,12,70.59,3.50,0.21,1028481.94
TATAINVEST,20,13,65.00,-3.07,-0.15,986513.12
TATAPOWER,17,13,76.47,0.57,0.03,1005756.32
TATASTEEL,21,17,80.95,6.98,0.33,1060959.73
TATATECH,21,13,61.90,-13.34,-0.64,934725.68
TBOTEK,18,16,88.89,8.26,0.46,1116971.52
TCS,21,16,76.19,2.03,0.10,1016613.99
TECHM,20,17,85.00,5.52,0.28,1044716.63
TECHNOE,18,13,72.22,4.34,0.24,1043238.00
TEGA,20,15,75.00,-3.24,-0.16,952307.87
TEJASNET,19,13,68.42,-1.07,-0.06,997749.07
TENNIND,20,12,60.00,0.37,0.02,1002896.61
THELEELA,19,16,84.21,15.11,0.80,1383112.65
THERMAX,15,11,73.33,4.50,0.30,1035226.39
TIINDIA,20,17,85.00,1.09,0.05,1005520.46
TIMKEN,19,11,57.89,-0.56,-0.03,989302.63
TITAGARH,19,13,68.42,-2.78,-0.15,986881.61
TITAN,20,14,70.00,3.80,0.19,1040224.51
TMCV,20,14,70.00,-0.46,-0.02,995804.30
TMPV,18,11,61.11,1.07,0.06,1003474.92
TORNTPHARM,19,16,84.21,9.20,0.48,1196976.33
TORNTPOWER,19,14,73.68,-3.26,-0.17,966046.37
TRAVELFOOD,19,15,78.95,5.87,0.31,1092299.32
TRENT,18,14,77.78,0.00,0.00,999751.63
TRIDENT,17,9,52.94,1.09,0.06,1007223.90
TRITURBINE,18,14,77.78,3.58,0.20,1028249.33
TTML,18,13,72.22,1.29,0.07,1007087.77
TVSMOTOR,17,14,82.35,4.86,0.29,1043098.29
UBL,18,14,77.78,3.72,0.21,1056579.51
UCOBANK,18,9,50.00,-3.77,-0.21,975130.76
ULTRACEMCO,18,13,72.22,-0.22,-0.01,997937.06
UNIONBANK,17,13,76.47,3.05,0.18,1018559.37
UNITDSPR,20,20,100.00,8.73,0.44,1113852.68
UNOMINDA,19,12,63.16,-0.58,-0.03,994045.28
UPL,20,11,55.00,-0.32,-0.02,995203.33
URBANCO,20,15,75.00,-4.34,-0.22,952430.22
USHAMART,18,12,66.67,4.93,0.27,1050347.61
UTIAMC,16,11,68.75,-0.16,-0.01,999143.54
VBL,16,12,75.00,3.49,0.22,1034066.35
