symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent,capital
BDL,412,265,64.32,-70.06,-0.17,464202.79
BEL,411,270,65.69,-13.43,-0.03,842567.07
BELRISE,312,218,69.87,4.20,0.01,1007754.07
BEML,412,273,66.26,-59.14,-0.14,516329.24
BERGEPAINT,411,314,76.40,70.46,0.17,1977322.04
BHARATFORG,412,300,72.82,71.75,0.17,1990301.31
BHARTIARTL,412,295,71.60,53.76,0.13,1684549.69
BHARTIHEXA,412,312,75.73,75.34,0.18,2043445.88
BHEL,412,269,65.29,-19.69,-0.05,784654.02
BIKAJI,412,322,78.16,74.20,0.18,2036160.95
BIOCON,411,285,69.34,-19.06,-0.05,801478.93
BLS,412,283,68.69,-21.45,-0.05,756752.13
BLUEDART,412,283,68.69,-9.88,-0.02,868820.91
BLUEJET,412,285,69.17,33.73,0.08,1305658.89
BLUESTARCO,412,294,71.36,30.36,0.07,1268700.73
BOSCHLTD,412,293,71.12,-37.71,-0.09,673495.08
BPCL,412,271,65.78,41.43,0.10,1468087.37
BRIGADE,412,290,70.39,5.02,0.01,998182.84
BRITANNIA,412,309,75.00,41.42,0.10,1484227.08
BSE,412,241,58.50,-130.86,-0.32,247415.59
BSOFT,411,266,64.72,-60.04,-0.15,518387.60
CAMS,412,253,61.41,-79.14,-0.19,435148.85
CANBK,409,255,62.35,-32.04,-0.08,704056.08
CANFINHOME,412,295,71.60,50.32,0.12,1609875.96
CANHLIFE,214,171,79.91,86.82,0.41,2330035.27
CAPLIPOINT,412,302,73.30,28.41,0.07,1247840.98
CARBORUNIV,412,302,73.30,44.16,0.11,1492828.04
CARTRADE,412,297,72.09,-77.33,-0.19,409340.95
CASTROLIND,411,299,72.75,26.83,0.07,1283322.97
CCL,411,322,78.35,91.44,0.22,2396182.09
CDSL,412,248,60.19,-58.82,-0.14,530574.28
CEATLTD,412,279,67.72,-16.28,-0.04,801423.47
CEMPRO,412,290,70.39,-25.20,-0.06,720377.16
CENTRALBK,405,252,62.22,-46.29,-0.11,607930.91
CESC,411,288,70.07,-6.00,-0.01,906757.37
CGCL,411,311,75.67,57.15,0.14,1677823.73
CGPOWER,412,295,71.60,10.80,0.03,1062516.25
CHALET,412,301,73.06,23.69,0.06,1218386.13
CHAMBLFERT,410,285,69.51,5.78,0.01,1026581.73
CHENNPETRO,412,299,72.57,-14.91,-0.04,787318.82
CHOICEIN,411,273,66.42,-79.86,-0.19,436371.75
CHOLAFIN,412,283,68.69,-9.40,-0.02,882052.83
CHOLAHLDNG,412,292,70.87,-10.21,-0.02,851600.65
CIEINDIA,412,304,73.79,24.25,0.06,1231755.84
CIPLA,412,297,72.09,3.22,0.01,1016163.81
CLEAN,411,308,74.94,27.63,0.07,1270596.42
COALINDIA,411,286,69.59,3.85,0.01,1016385.99
COCHINSHIP,412,252,61.17,-82.53,-0.20,407209.27
COFORGE,412,255,61.89,-31.38,-0.08,685820.70
COHANCE,412,299,72.57,-18.06,-0.04,760755.33
COLPAL,411,286,69.59,-27.28,-0.07,747192.85
CONCOR,412,270,65.53,-22.21,-0.05,777807.90
CONCORDBIO,412,298,72.33,40.62,0.10,1400353.91
COROMANDEL,412,304,73.79,23.31,0.06,1220606.57
CPPLUS,264,182,68.94,20.53,0.08,1171185.71
CRAFTSMAN,412,304,73.79,48.69,0.12,1514156.43
CREDITACC,411,281,68.37,-59.01,-0.14,515855.81
CRISIL,412,304,73.79,8.46,0.02,1051598.58
CROMPTON,411,282,68.61,15.00,0.04,1127325.97
CUB,411,294,71.53,38.22,0.09,1394583.00
CUMMINSIND,412,298,72.33,41.12,0.10,1468796.84
CYIENT,412,287,69.66,-34.65,-0.08,668296.84
DABUR,412,294,71.36,6.59,0.02,1050130.11
DALBHARAT,412,306,74.27,45.56,0.11,1537477.23
DATAPATTNS,412,281,68.20,-49.59,-0.12,536782.37
DCMSHRIRAM,412,308,74.76,91.06,0.22,2377972.90
DEEPAKFERT,412,273,66.26,-53.96,-0.13,534855.28
DEEPAKNTR,412,301,73.06,11.52,0.03,1082153.22
DELHIVERY,409,279,68.22,-23.95,-0.06,751029.63
DEVYANI,409,301,73.59,5.09,0.01,1005406.47
DIVISLAB,412,288,69.90,19.12,0.05,1183914.73
DIXON,412,263,63.83,-19.91,-0.05,781853.05
DLF,412,275,66.75,-30.69,-0.07,709870.50
DMART,412,292,70.87,-4.91,-0.01,928805.83
DOMS,412,298,72.33,27.02,0.07,1241451.58
DRREDDY,412,301,73.06,43.61,0.11,1517671.77
ECLERX,412,291,70.63,9.95,0.02,1020542.30
EICHERMOT,412,260,63.11,-39.13,-0.09,660914.86
EIDPARRY,412,305,74.03,9.70,0.02,1055967.22
EIHOTEL,411,298,72.51,26.74,0.07,1248175.74
ELECON,412,279,67.72,-67.15,-0.16,472045.78
ELGIEQUIP,411,304,73.97,29.11,0.07,1289478.96
EMAMILTD,411,316,76.89,46.65,0.11,1546071.92
EMCURE,411,317,77.13,96.16,0.23,2469926.91
EMMVEE,194,123,63.40,-27.29,-0.14,725239.95
ENDURANCE,412,322,78.16,61.80,0.15,1780088.39
ENGINERSIN,412,282,68.45,-51.85,-0.13,558779.47
ENRIN,287,201,70.03,-42.95,-0.15,626280.59
ERIS,411,330,80.29,121.54,0.30,3156491.45
ESCORTS,412,288,69.90,-22.23,-0.05,766188.69
ETERNAL,411,263,63.99,7.47,0.02,1017490.95
EXIDEIND,412,279,67.72,1.96,0.00,984526.19
FACT,412,277,67.23,-70.52,-0.17,447470.26
FEDERALBNK,412,308,74.76,27.97,0.07,1288013.01
FINCABLES,411,288,70.07,-34.01,-0.08,673751.94
FIRSTCRY,412,296,71.84,-24.25,-0.06,715484.23
FIVESTAR,411,291,70.80,-27.65,-0.07,715256.79
FLUOROCHEM,412,324,78.64,79.85,0.19,2136027.98
FORCEMOT,412,253,61.41,-142.57,-0.35,226761.77
FORTIS,411,298,72.51,31.56,0.08,1335089.95
FSL,412,278,67.48,-55.71,-0.14,531360.48
GABRIEL,412,288,69.90,-14.10,-0.03,797850.79
GAIL,405,270,66.67,-4.87,-0.01,929062.72
GALLANTT,411,295,71.78,60.56,0.15,1623756.23
GESHIP,412,308,74.76,23.24,0.06,1193370.94
GICRE,411,299,72.75,32.41,0.08,1346395.01
GILLETTE,412,304,73.79,8.12,0.02,1058034.24
GLAND,412,305,74.03,88.58,0.22,2314953.02
GLAXO,412,306,74.27,-12.62,-0.03,842355.38
GLENMARK,412,311,75.49,46.06,0.11,1537941.60
GMDCLTD,412,277,67.23,-63.10,-0.15,489375.99
GMRAIRPORT,411,278,67.64,21.80,0.05,1199811.45
GODFRYPHLP,412,276,66.99,-96.13,-0.23,346876.88
GODIGIT,412,333,80.83,181.85,0.44,5960982.56
GODREJCP,412,302,73.30,25.57,0.06,1258822.50
GODREJIND,412,303,73.54,6.24,0.02,992135.88
GODREJPROP,412,253,61.41,-71.90,-0.17,462811.07
GPIL,412,285,69.17,30.75,0.07,1273228.42
GRANULES,412,313,75.97,41.29,0.10,1457508.79
GRAPHITE,412,279,67.72,-53.37,-0.13,547847.34
GRASIM,412,290,70.39,-5.07,-0.01,936335.69
GRAVITA,412,290,70.39,-4.88,-0.01,884217.57
GROWW,197,134,68.02,-25.28,-0.13,748236.09
GRSE,412,267,64.81,-70.66,-0.17,439988.41
HAL,412,272,66.02,-54.85,-0.13,554963.15
HAVELLS,412,295,71.60,24.84,0.06,1261000.72
HBLENGINE,412,265,64.32,-56.89,-0.14,517903.43
HCLTECH,412,271,65.78,-9.79,-0.02,880871.14
HDBFS,288,193,67.01,-23.72,-0.08,777062.23
HDFCAMC,411,271,65.94,-50.91,-0.12,583683.04
HDFCBANK,412,255,61.89,26.57,0.06,1287242.44
HDFCLIFE,411,293,71.29,33.17,0.08,1373158.79
HEG,412,280,67.96,-7.99,-0.02,870631.16
HEROMOTOCO,412,264,64.08,-49.47,-0.12,594331.12
HEXT,376,277,73.67,73.71,0.20,1985341.87
HINDALCO,411,265,64.48,-0.67,-0.00,968768.89
HINDCOPPER,412,265,64.32,-47.89,-0.12,562343.46
HINDPETRO,412,270,65.53,6.56,0.02,1028619.37
HINDUNILVR,412,316,76.70,23.11,0.06,1244323.46
HINDZINC,412,232,56.31,-60.17,-0.15,521563.94
HOMEFIRST,412,291,70.63,-5.02,-0.01,889217.52
HONASA,412,308,74.76,77.77,0.19,2057782.95
HONAUT,412,315,76.46,14.16,0.03,1108484.75
HSCL,412,283,68.69,10.22,0.02,1043505.40
HUDCO,411,271,65.94,-38.44,-0.09,649909.66
HYUNDAI,412,291,70.63,6.76,0.02,1042788.24
ICICIAMC,171,128,74.85,12.97,0.08,1120821.09
ICICIBANK,412,277,67.23,14.34,0.03,1141818.72
ICICIGI,412,311,75.49,26.27,0.06,1274059.43
ICICIPRULI,411,284,69.10,-1.25,-0.00,968414.28
IDBI,411,278,67.64,-29.43,-0.07,702410.76
IDEA,400,278,69.50,4.30,0.01,972248.12
IDFCFIRSTB,407,281,69.04,3.56,0.01,1007246.65
IEX,410,281,68.54,-17.47,-0.04,789024.87
IFCI,411,244,59.37,-115.64,-0.28,279678.78
IGIL,412,296,71.84,4.62,0.01,990916.58
IGL,412,285,69.17,15.14,0.04,1128822.13
IIFL,412,290,70.39,-0.91,-0.00,931266.42
IKS,412,312,75.73,62.27,0.15,1748070.84
INDGN,412,323,78.40,88.50,0.21,2346092.21
INDHOTEL,412,286,69.42,-4.94,-0.01,926982.56
INDIACEM,412,305,74.03,31.65,0.08,1314284.04
INDIAMART,412,318,77.18,63.19,0.15,1844813.40
INDIANB,412,281,68.20,-39.37,-0.10,649464.00
INDIGO,412,249,60.44,-18.53,-0.04,806555.37
INDUSINDBK,412,282,68.45,-35.26,-0.09,662383.66
INDUSTOWER,411,290,70.56,24.25,0.06,1238113.77
INFY,411,240,58.39,-49.57,-0.12,593433.37
INOXWIND,409,257,62.84,-85.51,-0.21,395203.58
INTELLECT,412,277,67.23,-42.59,-0.10,607150.61
IOB,401,262,65.34,-17.29,-0.04,820583.32
IOC,410,265,64.63,14.89,0.04,1136598.70
IPCALAB,412,335,81.31,88.46,0.21,2333710.20
IRB,410,278,67.80,17.14,0.04,1133788.51
IRCON,410,253,61.71,-63.60,-0.16,495744.62
IRCTC,412,279,67.72,-3.21,-0.01,946574.24
IREDA,409,259,63.33,-20.42,-0.05,780985.11
IRFC,409,252,61.61,-31.61,-0.08,704829.61
ITC,412,311,75.49,9.99,0.02,1087255.98
ITCHOTELS,381,260,68.24,-15.57,-0.04,827628.49
ITI,349,223,63.90,-53.32,-0.15,553322.60
JAINREC,225,161,71.56,-8.40,-0.04,852711.80
JBMA,412,255,61.89,-111.92,-0.27,291874.99
JINDALSAW,409,286,69.93,-47.57,-0.12,577959.42
JINDALSTEL,412,296,71.84,18.32,0.04,1167873.49
JIOFIN,411,248,60.34,-56.27,-0.14,550268.74
JKCEMENT,412,314,76.21,-3.74,-0.01,930907.90
JKTYRE,412,266,64.56,-32.30,-0.08,688244.97
JMFINANCIL,410,274,66.83,-37.83,-0.09,634599.06
JPPOWER,405,271,66.91,-11.91,-0.03,792115.22
JSL,411,297,72.26,8.16,0.02,1046027.78
JSWCEMENT,255,178,69.80,-2.88,-0.01,951957.63
JSWDULUX,412,346,83.98,127.04,0.31,3463512.18
JSWENERGY,412,269,65.29,-14.69,-0.04,824743.43
JSWINFRA,412,276,66.99,-29.64,-0.07,709656.78
JSWSTEEL,412,302,73.30,38.50,0.09,1445824.84
JUBLFOOD,412,295,71.60,9.03,0.02,1059308.31
JUBLINGREA,411,296,72.02,-13.35,-0.03,817204.48
JUBLPHARMA,412,326,79.13,124.57,0.30,3347477.75
JWL,412,278,67.48,7.62,0.02,998287.10
JYOTICNC,412,289,70.15,-37.02,-0.09,641805.16
KAJARIACER,412,307,74.51,48.56,0.12,1571359.12
KALYANKJIL,412,276,66.99,-53.84,-0.13,533948.77
KARURVYSYA,412,308,74.76,26.30,0.06,1247686.49
KAYNES,412,268,65.05,-33.43,-0.08,634635.45
KEC,412,276,66.99,-22.52,-0.05,751934.47
KEI,412,284,68.93,-48.62,-0.12,580224.41
KFINTECH,412,275,66.75,-30.59,-0.07,674006.97
KIMS,412,304,73.79,60.55,0.15,1767123.64
KIRLOSENG,412,299,72.57,24.61,0.06,1163885.40
KOTAKBANK,411,292,71.05,5.25,0.01,1038351.38
KPIL,412,309,75.00,53.94,0.13,1655794.76
KPITTECH,412,271,65.78,-41.24,-0.10,630218.62
KPRMILL,412,293,71.12,42.70,0.10,1452710.46
LALPATHLAB,412,328,79.61,82.26,0.20,2206537.90
LATENTVIEW,412,300,72.82,-8.44,-0.02,872834.78
LAURUSLABS,412,296,71.84,6.54,0.02,1022233.30
LEMONTREE,412,292,70.87,21.76,0.05,1188486.45
LENSKART,200,138,69.00,26.19,0.13,1266165.21
LGEINDIA,217,152,70.05,7.51,0.03,1060531.11
LICHSGFIN,412,288,69.90,-4.02,-0.01,938817.68
LICI,412,277,67.23,7.84,0.02,1059489.31
LINDEINDIA,412,321,77.91,60.64,0.15,1759254.66
LLOYDSME,412,267,64.81,-72.19,-0.18,456074.61
LODHA,412,284,68.93,-38.98,-0.09,638225.67
LT,411,294,71.53,-8.43,-0.02,903256.81
LTF,412,271,65.78,-9.20,-0.02,878093.88
LTFOODS,412,292,70.87,50.50,0.12,1571026.90
LTM,412,268,65.05,-70.28,-0.17,477689.41
LTTS,412,288,69.90,1.02,0.00,970318.09
LUPIN,412,301,73.06,20.60,0.05,1201810.43
MAHABANK,409,269,65.77,-14.00,-0.03,837269.22
MANAPPURAM,412,284,68.93,15.55,0.04,1121862.77
MANKIND,412,303,73.54,57.58,0.14,1731455.52
MAPMYINDIA,412,299,72.57,34.04,0.08,1344541.03
MARICO,412,321,77.91,85.44,0.21,2318485.88
MARUTI,412,275,66.75,-16.36,-0.04,836020.43
MAXHEALTH,412,313,75.97,65.28,0.16,1852642.64
MAZDOCK,412,263,63.83,-39.58,-0.10,626227.61
MCX,412,257,62.38,-69.47,-0.17,470574.52
MEDANTA,412,315,76.46,63.38,0.15,1796959.01
MEESHO,177,128,72.32,-6.26,-0.04,890014.59
MFSL,411,288,70.07,33.88,0.08,1368526.39
MGL,412,283,68.69,-47.26,-0.11,598580.65
MINDACORP,411,291,70.80,26.71,0.06,1255390.64
MMTC,399,250,62.66,-88.34,-0.22,371797.49
MOTHERSON,410,269,65.61,17.27,0.04,1140244.35
MOTILALOFS,412,276,66.99,-73.57,-0.18,445039.81
MPHASIS,412,268,65.05,11.58,0.03,1080490.93
MRF,412,286,69.42,-46.85,-0.11,641830.83
MRPL,410,289,70.49,7.45,0.02,1012221.36
MSUMI,406,300,73.89,72.58,0.18,2002846.70
MUTHOOTFIN,412,271,65.78,-42.96,-0.10,627161.23
NAM-INDIA,412,279,67.72,-50.15,-0.12,569841.07
NATCOPHARM,411,298,72.51,7.12,0.02,1023873.83
NATIONALUM,408,248,60.78,-52.39,-0.13,556497.18
NAUKRI,412,280,67.96,-32.83,-0.08,682933.85
NAVA,412,294,71.36,0.56,0.00,927438.35
NAVINFLUOR,412,288,69.90,27.51,0.07,1259994.02
NBCC,411,262,63.75,-52.98,-0.13,560201.42
NCC,412,275,66.75,1.61,0.00,969688.39
NESTLEIND,412,328,79.61,43.60,0.11,1522632.78
NETWEB,412,261,63.35,-118.06,-0.29,268527.56
NEULANDLAB,412,291,70.63,11.70,0.03,1055264.21
NEWGEN,412,265,64.32,-126.73,-0.31,247740.11
NH,412,320,77.67,87.96,0.21,2326882.13
NHPC,406,277,68.23,-1.34,-0.00,960490.66
NIACL,412,273,66.26,-84.41,-0.20,395393.27
NIVABUPA,412,294,71.36,89.41,0.22,2357696.48
NLCINDIA,412,306,74.27,37.56,0.09,1396655.73
NMDC,410,259,63.17,-24.63,-0.06,757441.34
NSLNISP,405,258,63.70,-95.23,-0.24,364366.95
NTPC,412,296,71.84,27.61,0.07,1296350.51
NTPCGREEN,409,291,71.15,19.02,0.05,1172045.34
NUVAMA,412,275,66.75,-50.02,-0.12,559941.16
NUVOCO,412,318,77.18,75.63,0.18,2043460.13
NYKAA,410,304,74.15,66.61,0.16,1900269.52
OBEROIRLTY,412,293,71.12,41.37,0.10,1469152.03
OFSS,412,264,64.08,-35.51,-0.09,672800.73
OIL,412,296,71.84,-23.35,-0.06,755086.40
OLAELEC,352,238,67.61,-44.80,-0.13,563945.27
OLECTRA,412,280,67.96,-73.67,-0.18,436266.56
ONESOURCE,385,302,78.44,85.22,0.22,2181457.20
ONGC,411,300,72.99,3.45,0.01,1008626.42
PAGEIND,412,313,75.97,11.63,0.03,1100571.31
PARADEEP,412,287,69.66,-15.38,-0.04,799025.30
PATANJALI,411,308,74.94,40.73,0.10,1472301.00
PAYTM,412,281,68.20,-4.58,-0.01,914724.99
PCBL,411,266,64.72,-89.34,-0.22,378906.56
PERSISTENT,412,277,67.23,-16.56,-0.04,800637.52
PETRONET,410,283,69.02,-3.45,-0.01,939083.39
PFC,412,267,64.81,-36.43,-0.09,670954.17
PFIZER,412,303,73.54,52.86,0.13,1658592.15
PFOCUS,368,278,75.54,96.66,0.26,2392101.99
PGEL,411,281,68.37,-2.64,-0.01,880401.80
PHOENIXLTD,411,307,74.70,30.55,0.07,1311531.62
PIDILITIND,412,305,74.03,32.98,0.08,1369326.69
PIIND,412,304,73.79,38.48,0.09,1421744.41
PINELABS,195,136,69.74,13.03,0.07,1096150.26
PIRAMALFIN,191,160,83.77,73.10,0.38,2052507.69
PNB,410,272,66.34,-1.07,-0.00,964492.91
PNBHOUSING,412,267,64.81,-61.60,-0.15,516740.40
POLICYBZR,412,289,70.15,-8.01,-0.02,878331.18
POLYCAB,412,265,64.32,-55.65,-0.14,548980.19
POLYMED,412,296,71.84,-20.77,-0.05,768498.19
POONAWALLA,412,281,68.20,-16.84,-0.04,798979.95
POWERGRID,411,295,71.78,39.11,0.10,1451498.61
POWERINDIA,412,274,66.50,-93.24,-0.23,370160.54
PPLPHARMA,412,291,70.63,23.03,0.06,1172744.20
PREMIERENE,410,280,68.29,-4.73,-0.01,891089.44
PRESTIGE,412,285,69.17,8.14,0.02,1042770.28
PTCIL,412,294,71.36,37.22,0.09,1357414.24
PVRINOX,411,300,72.99,-1.10,-0.00,954408.42
PWL,194,134,69.07,-10.33,-0.05,864558.17
RADICO,412,300,72.82,-26.06,-0.06,737047.92
RAILTEL,412,254,61.65,-77.91,-0.19,431670.94
RAINBOW,412,325,78.88,129.31,0.31,3544092.43
RAMCOCEM,411,320,77.86,62.96,0.15,1832119.74
RBLBANK,411,297,72.26,32.84,0.08,1342150.83
RECLTD,412,262,63.59,-45.36,-0.11,613102.93
REDINGTON,411,303,73.72,-8.64,-0.02,821856.84
RELIANCE,411,275,66.91,0.66,0.00,991193.87
RHIM,412,292,70.87,-93.59,-0.23,365905.13
RITES,411,264,64.23,-59.42,-0.14,521743.02
RKFORGE,412,298,72.33,1.33,0.00,943469.12
RPOWER,352,219,62.22,-74.37,-0.21,434563.74
RRKABEL,412,290,70.39,39.29,0.10,1377478.22
RVNL,412,250,60.68,-70.02,-0.17,467030.47
SAGILITY,373,262,70.24,39.96,0.11,1428882.07
SAIL,412,279,67.72,-17.72,-0.04,804535.80
SAILIFE,412,290,70.39,25.49,0.06,1222066.22
SAMMAANCAP,410,256,62.44,-138.51,-0.34,228969.91
SAPPHIRE,411,309,75.18,81.55,0.20,2145329.70
SARDAEN,412,293,71.12,27.48,0.07,1233247.71
SAREGAMA,412,305,74.03,-16.43,-0.04,784556.71
SBFC,410,304,74.15,87.06,0.21,2276736.17
SBICARD,412,274,66.50,-1.47,-0.00,954367.78
SBILIFE,411,306,74.45,35.59,0.09,1406659.05
SBIN,412,283,68.69,-8.79,-0.02,902791.89
SCHAEFFLER,412,304,73.79,32.16,0.08,1339251.90
SCHNEIDER,300,211,70.33,-6.43,-0.02,885990.54
SCI,409,264,64.55,-75.34,-0.18,437879.57
SHREECEM,412,304,73.79,17.91,0.04,1170302.06
SHRIRAMFIN,412,267,64.81,-44.67,-0.11,611175.24
SHYAMMETL,412,304,73.79,47.73,0.12,1551125.00
SIEMENS,412,285,69.17,3.49,0.01,986851.89
SIGNATURE,412,291,70.63,2.92,0.01,984227.70
SJVN,411,265,64.48,-61.75,-0.15,517630.02
SOBHA,412,315,76.46,79.23,0.19,2112536.91
SOLARINDS,412,291,70.63,-38.22,-0.09,653819.44
SONACOMS,412,297,72.09,102.06,0.25,2675990.21
SONATSOFTW,410,275,67.07,-59.05,-0.14,520063.42
SPLPETRO,412,319,77.43,103.51,0.25,2673362.57
SRF,412,284,68.93,-2.00,-0.00,945014.93
STARHEALTH,412,319,77.43,102.88,0.25,2716554.29
SUMICHEM,412,304,73.79,8.06,0.02,1023153.91
SUNDARMFIN,412,324,78.64,34.88,0.08,1371875.71
SUNPHARMA,412,316,76.70,55.57,0.13,1719732.26
SUNTV,411,317,77.13,49.66,0.12,1555523.65
SUPREMEIND,411,299,72.75,2.30,0.01,983040.32
SUZLON,409,264,64.55,5.74,0.01,1003301.07
SWANCORP,411,287,69.83,-27.10,-0.07,717395.52
SWIGGY,412,287,69.66,-18.23,-0.04,785057.37
SYNGENE,412,295,71.60,17.48,0.04,1148432.82
SYRMA,411,284,69.10,-7.36,-0.02,860944.84
TARIL,389,266,68.38,-56.03,-0.14,514561.45
TATACAP,218,153,70.18,-0.24,-0.00,985136.40
TATACHEM,412,275,66.75,-26.62,-0.06,741705.72
TATACOMM,412,311,75.49,4.08,0.01,1007456.15
TATACONSUM,412,322,78.16,54.63,0.13,1693319.25
TATAELXSI,412,278,67.48,-18.24,-0.04,804488.52
TATAINVEST,412,271,65.78,-51.66,-0.13,567062.69
TATAPOWER,412,275,66.75,6.50,0.02,1041959.42
TATASTEEL,411,257,62.53,-27.06,-0.07,740061.90
TATATECH,412,257,62.38,-80.60,-0.20,428341.80
TBOTEK,412,298,72.33,53.20,0.13,1597759.98
TCS,411,265,64.48,-15.14,-0.04,839091.09
TECHM,412,274,66.50,-18.39,-0.04,804657.89
TECHNOE,412,282,68.45,10.46,0.03,1016714.80
TEGA,412,299,72.57,35.17,0.09,1362060.40
TEJASNET,412,257,62.38,-158.97,-0.39,183633.04
TENNIND,193,134,69.43,24.46,0.13,1252308.02
THELEELA,310,247,79.68,107.14,0.35,2846123.82
THERMAX,412,290,70.39,-10.38,-0.03,847272.34
TIINDIA,412,280,67.96,-26.75,-0.06,734085.03
TIMKEN,412,310,75.24,50.52,0.12,1600064.66
TITAGARH,412,266,64.56,-71.20,-0.17,458980.75
TITAN,412,281,68.20,8.58,0.02,1070396.79
TMCV,188,124,65.96,-26.64,-0.14,745439.22
TMPV,412,258,62.62,-42.12,-0.10,635967.05
TORNTPHARM,411,334,81.27,79.48,0.19,2175940.46
TORNTPOWER,412,301,73.06,4.08,0.01,1001206.24
TRAVELFOOD,280,210,75.00,47.42,0.17,1564669.23
TRENT,412,285,69.17,-5.44,-0.01,911501.74
TRIDENT,405,262,64.69,16.12,0.04,1127582.97
TRITURBINE,412,303,73.54,-8.69,-0.02,857776.39
TTML,351,226,64.39,-52.25,-0.15,557998.94
TVSMOTOR,412,284,68.93,-14.21,-0.03,844649.78
UBL,412,312,75.73,43.22,0.10,1510946.04
UCOBANK,407,263,64.62,-41.71,-0.10,637249.62
ULTRACEMCO,412,276,66.99,-1.86,-0.00,965867.05
UNIONBANK,410,273,66.59,-28.71,-0.07,719769.47
UNITDSPR,412,297,72.09,33.71,0.08,1370580.92
UNOMINDA,412,289,70.15,-9.15,-0.02,876718.10
UPL,412,290,70.39,18.77,0.05,1172740.66
URBANCO,234,162,69.23,-3.89,-0.02,929523.03
