symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
BLUEDART,86,54,62.79,-10.96,-0.13
BLUEJET,151,88,58.28,4.99,0.03
BLUESTARCO,132,81,61.36,-9.58,-0.07
BOSCHLTD,94,50,53.19,21.00,0.22
BPCL,161,31,19.25,10.25,0.06
BRIGADE,220,19,8.64,-4.07,-0.02
BRITANNIA,57,30,52.63,-8.85,-0.16
BSE,136,70,51.47,3.58,0.03
BSOFT,136,81,59.56,19.35,0.14
CAMS,140,38,27.14,-2.42,-0.02
CANBK,201,28,13.93,48.17,0.24
CANFINHOME,115,70,60.87,-5.27,-0.05
CANHLIFE,112,81,72.32,24.47,0.22
CAPLIPOINT,114,78,68.42,7.72,0.07
CARBORUNIV,127,81,63.78,0.25,0.00
CARTRADE,157,103,65.61,79.23,0.50
CASTROLIND,227,3,1.32,6.62,0.03
CCL,113,83,73.45,-17.33,-0.15
CDSL,113,55,48.67,21.74,0.19
CEATLTD,132,77,58.33,17.97,0.14
CEMPRO,148,84,56.76,28.43,0.19
CENTRALBK,103,55,53.40,11.73,0.11
CESC,240,21,8.75,6.86,0.03
CGCL,125,82,65.60,17.54,0.14
CGPOWER,101,55,54.46,13.67,0.14
CHALET,98,55,56.12,-18.78,-0.19
CHAMBLFERT,90,52,57.78,10.41,0.12
CHENNPETRO,242,54,22.31,93.86,0.39
CHOICEIN,105,55,52.38,27.49,0.26
CHOLAFIN,112,58,51.79,28.42,0.25
CHOLAHLDNG,115,69,60.00,6.29,0.05
CIEINDIA,115,74,64.35,15.87,0.14
CIPLA,60,32,53.33,7.87,0.13
CLEAN,124,70,56.45,-32.69,-0.26
COALINDIA,86,25,29.07,5.55,0.06
COCHINSHIP,125,62,49.60,-4.73,-0.04
COFORGE,122,61,50.00,4.29,0.04
COHANCE,133,80,60.15,-10.63,-0.08
COLPAL,80,44,55.00,-2.72,-0.03
CONCOR,87,41,47.13,1.06,0.01
CONCORDBIO,132,93,70.45,12.17,0.09
COROMANDEL,120,76,63.33,-12.02,-0.10
CPPLUS,146,103,70.55,61.24,0.42
CRAFTSMAN,117,76,64.96,-4.24,-0.04
CREDITACC,114,70,61.40,3.37,0.03
CRISIL,95,63,66.32,-4.00,-0.04
CROMPTON,82,42,51.22,-10.85,-0.13
CUB,224,22,9.82,33.10,0.15
CUMMINSIND,99,59,59.60,6.50,0.07
CYIENT,122,68,55.74,3.45,0.03
DABUR,71,38,53.52,-1.72,-0.02
DALBHARAT,81,46,56.79,2.86,0.04
DATAPATTNS,170,107,62.94,52.12,0.31
DCMSHRIRAM,129,77,59.69,4.61,0.04
DEEPAKFERT,117,61,52.14,5.17,0.04
DEEPAKNTR,103,57,55.34,19.29,0.19
DELHIVERY,102,58,56.86,-7.72,-0.08
DEVYANI,137,86,62.77,0.14,0.00
DIVISLAB,96,49,51.04,30.00,0.31
DIXON,141,73,51.77,21.28,0.15
DLF,115,58,50.43,-4.79,-0.04
DMART,67,38,56.72,10.28,0.15
DOMS,90,63,70.00,14.02,0.16
DRREDDY,58,33,56.90,-7.96,-0.14
ECLERX,210,56,26.67,1.01,0.00
EICHERMOT,78,41,52.56,-12.38,-0.16
EIDPARRY,101,66,65.35,-2.04,-0.02
EIHOTEL,102,57,55.88,-14.25,-0.14
ELECON,137,72,52.55,9.25,0.07
ELGIEQUIP,107,67,62.62,10.49,0.10
EMAMILTD,98,60,61.22,-17.31,-0.18
EMCURE,123,76,61.79,21.06,0.17
EMMVEE,133,78,58.65,57.50,0.43
ENDURANCE,121,86,71.07,-0.16,-0.00
ENGINERSIN,137,85,62.04,22.03,0.16
ENRIN,126,79,62.70,30.78,0.24
ERIS,100,76,76.00,-17.35,-0.17
ESCORTS,108,60,55.56,-15.38,-0.14
ETERNAL,118,68,57.63,16.70,0.14
EXIDEIND,106,61,57.55,5.30,0.05
FACT,127,73,57.48,34.04,0.27
FEDERALBNK,70,41,58.57,35.49,0.51
FINCABLES,103,56,54.37,52.22,0.51
FIRSTCRY,123,71,57.72,-7.69,-0.06
FIVESTAR,134,78,58.21,-11.99,-0.09
FLUOROCHEM,122,82,67.21,3.58,0.03
FORCEMOT,149,81,54.36,-10.90,-0.07
FORTIS,97,57,58.76,-17.30,-0.18
FSL,199,73,36.68,-47.99,-0.24
GABRIEL,154,98,63.64,12.48,0.08
GAIL,141,26,18.44,9.84,0.07
GALLANTT,144,88,61.11,18.69,0.13
GESHIP,115,74,64.35,-2.32,-0.02
GICRE,245,14,5.71,9.58,0.04
GILLETTE,145,41,28.28,-26.70,-0.18
GLAND,129,87,67.44,24.35,0.19
GLAXO,203,44,21.67,8.13,0.04
GLENMARK,112,79,70.54,9.03,0.08
GMDCLTD,177,106,59.89,44.54,0.25
GMRAIRPORT,111,59,53.15,9.30,0.08
GODFRYPHLP,136,74,54.41,6.53,0.05
GODIGIT,109,84,77.06,-35.73,-0.33
GODREJCP,79,54,68.35,-4.50,-0.06
GODREJIND,116,75,64.66,22.56,0.19
GODREJPROP,123,62,50.41,2.89,0.02
GPIL,137,83,60.58,12.16,0.09
GRANULES,115,80,69.57,40.30,0.35
GRAPHITE,149,96,64.43,29.22,0.20
GRASIM,64,35,54.69,11.45,0.18
GRAVITA,145,96,66.21,23.38,0.16
GROWW,142,87,61.27,74.34,0.52
GRSE,156,94,60.26,35.56,0.23
HAL,93,48,51.61,13.98,0.15
HAVELLS,65,32,49.23,-17.51,-0.27
HBLENGINE,150,87,58.00,21.71,0.14
HCLTECH,64,28,43.75,-13.51,-0.21
HDBFS,77,36,46.75,24.19,0.31
HDFCAMC,202,38,18.81,-22.48,-0.11
HDFCBANK,47,22,46.81,7.42,0.16
HDFCLIFE,76,32,42.11,-5.23,-0.07
HEROMOTOCO,87,40,45.98,11.42,0.13
HEXT,124,82,66.13,-15.42,-0.12
HINDALCO,95,56,58.95,-7.85,-0.08
HINDCOPPER,162,102,62.96,115.01,0.71
HINDPETRO,233,16,6.87,8.87,0.04
HINDUNILVR,52,34,65.38,0.94,0.02
HINDZINC,114,56,49.12,-14.75,-0.13
HOMEFIRST,113,70,61.95,8.51,0.08
HONASA,134,95,70.90,9.68,0.07
HONAUT,88,58,65.91,26.26,0.30
HSCL,164,101,61.59,33.83,0.21
HUDCO,126,67,53.17,41.26,0.33
HYUNDAI,108,64,59.26,1.58,0.01
ICICIAMC,88,59,67.05,-5.64,-0.06
ICICIBANK,46,24,52.17,4.07,0.09
ICICIGI,86,45,52.33,2.59,0.03
ICICIPRULI,88,44,50.00,3.93,0.04
IDBI,135,78,57.78,-8.47,-0.06
IDEA,154,99,64.29,49.49,0.32
IDFCFIRSTB,83,47,56.63,12.40,0.15
IEX,102,49,48.04,4.91,0.05
IFCI,169,83,49.11,76.46,0.45
IGIL,123,85,69.11,0.83,0.01
IGL,100,62,62.00,-6.56,-0.07
IIFL,148,86,58.11,23.15,0.16
IKS,107,64,59.81,0.77,0.01
INDGN,111,79,71.17,-0.78,-0.01
INDHOTEL,88,48,54.55,16.60,0.19
INDIACEM,106,66,62.26,-11.13,-0.11
INDIAMART,87,59,67.82,-0.86,-0.01
INDIANB,208,71,34.13,40.11,0.19
INDIGO,84,30,35.71,17.96,0.21
INDUSINDBK,95,47,49.47,1.67,0.02
INDUSTOWER,233,19,8.15,22.69,0.10
INFY,200,35,17.50,-7.53,-0.04
INOXWIND,134,70,52.24,-19.72,-0.15
INTELLECT,124,71,57.26,15.35,0.12
IOB,95,52,54.74,-3.90,-0.04
IOC,127,34,26.77,7.98,0.06
IPCALAB,118,87,73.73,15.79,0.13
IRB,175,26,14.86,-2.24,-0.01
IRCON,122,67,54.92,3.23,0.03
IRCTC,72,39,54.17,-4.54,-0.06
IREDA,105,57,54.29,-16.69,-0.16
IRFC,91,45,49.45,4.72,0.05
ITC,183,12,6.56,-26.64,-0.15
ITCHOTELS,86,44,51.16,13.95,0.16
ITI,121,62,51.24,6.13,0.05
JAINREC,168,108,64.29,11.67,0.07
JBMA,124,61,49.19,19.64,0.16
JINDALSAW,141,88,62.41,25.81,0.18
JINDALSTEL,96,65,67.71,27.23,0.28
JIOFIN,103,44,42.72,-8.38,-0.08
JKCEMENT,112,67,59.82,1.07,0.01
JKTYRE,125,66,52.80,30.59,0.24
JMFINANCIL,158,95,60.13,13.44,0.09
JPPOWER,143,82,57.34,-6.49,-0.05
JSL,118,74,62.71,-3.14,-0.03
JSWCEMENT,107,56,52.34,1.97,0.02
JSWDULUX,92,70,76.09,5.28,0.06
JSWENERGY,111,62,55.86,-3.60,-0.03
JSWINFRA,107,52,48.60,-10.93,-0.10
JSWSTEEL,66,39,59.09,5.70,0.09
JUBLFOOD,94,53,56.38,-10.17,-0.11
JUBLINGREA,128,82,64.06,5.29,0.04
JUBLPHARMA,125,84,67.20,4.70,0.04
JWL,142,83,58.45,30.72,0.22
JYOTICNC,144,90,62.50,39.22,0.27
KAJARIACER,107,62,57.94,-25.83,-0.24
KALYANKJIL,135,62,45.93,6.64,0.05
KARURVYSYA,122,74,60.66,12.39,0.10
KAYNES,160,83,51.88,-25.37,-0.16
KEC,113,67,59.29,-15.61,-0.14
KEI,109,66,60.55,1.44,0.01
KFINTECH,119,68,57.14,12.16,0.10
KIMS,112,76,67.86,-13.80,-0.12
KIRLOSENG,147,99,67.35,55.94,0.38
KOTAKBANK,133,27,20.30,13.57,0.10
KPIL,114,77,67.54,12.64,0.11
KPITTECH,127,63,49.61,-12.80,-0.10
KPRMILL,126,73,57.94,-18.35,-0.15
LALPATHLAB,140,47,33.57,4.83,0.03
LATENTVIEW,149,97,65.10,-16.22,-0.11
LAURUSLABS,94,51,54.26,35.53,0.38
LEMONTREE,99,61,61.62,-17.19,-0.17
LENSKART,114,73,64.04,26.86,0.24
LGEINDIA,96,60,62.50,-13.90,-0.14
LICHSGFIN,79,42,53.16,9.61,0.12
LICI,210,13,6.19,-3.39,-0.02
LINDEINDIA,97,63,64.95,15.58,0.16
LLOYDSME,134,72,53.73,48.24,0.36
LODHA,126,66,52.38,9.79,0.08
LT,53,29,54.72,21.20,0.40
LTF,109,52,47.71,-4.87,-0.04
LTFOODS,130,89,68.46,-14.64,-0.11
LTM,110,59,53.64,-19.68,-0.18
LTTS,120,71,59.17,3.53,0.03
LUPIN,60,32,53.33,-2.60,-0.04
MAHABANK,106,56,52.83,34.96,0.33
MANAPPURAM,124,76,61.29,25.62,0.21
MANKIND,96,52,54.17,10.85,0.11
MAPMYINDIA,135,80,59.26,-43.73,-0.32
MARICO,66,40,60.61,4.93,0.07
MARUTI,57,23,40.35,3.91,0.07
MAXHEALTH,93,66,70.97,-0.53,-0.01
MAZDOCK,131,70,53.44,16.39,0.13
MCX,175,49,28.00,39.61,0.23
MEDANTA,109,68,62.39,6.26,0.06
MEESHO,108,72,66.67,23.23,0.22
MFSL,91,52,57.14,-6.51,-0.07
MGL,108,68,62.96,12.23,0.11
MINDACORP,119,75,63.03,31.90,0.27
MMTC,152,84,55.26,43.16,0.28
MOTHERSON,109,54,49.54,42.17,0.39
MOTILALOFS,128,74,57.81,10.75,0.08
MPHASIS,220,44,20.00,7.09,0.03
MRF,71,48,67.61,0.14,0.00
MRPL,202,109,53.96,81.03,0.40
MSUMI,120,80,66.67,-6.12,-0.05
MUTHOOTFIN,108,51,47.22,-9.81,-0.09
NAM-INDIA,129,71,55.04,22.50,0.17
NATCOPHARM,118,84,71.19,17.21,0.15
NATIONALUM,127,65,51.18,22.40,0.18
NAUKRI,87,51,58.62,-2.00,-0.02
NAVA,115,73,63.48,35.42,0.31
NAVINFLUOR,124,72,58.06,40.29,0.32
NBCC,141,78,55.32,7.91,0.06
NCC,120,57,47.50,-14.97,-0.12
NESTLEIND,59,43,72.88,17.13,0.29
NETWEB,169,103,60.95,52.80,0.31
NEULANDLAB,140,86,61.43,66.57,0.48
NEWGEN,136,69,50.74,-14.87,-0.11
NH,87,60,68.97,-9.65,-0.11
NHPC,92,48,52.17,6.94,0.08
NIACL,113,62,54.87,-0.10,-0.00
NIVABUPA,84,53,63.10,-4.52,-0.05
NLCINDIA,131,94,71.76,35.43,0.27
NMDC,165,38,23.03,11.13,0.07
NSLNISP,127,67,52.76,24.95,0.20
NTPC,54,30,55.56,5.77,0.11
NTPCGREEN,79,51,64.56,-1.95,-0.02
NUVAMA,173,59,34.10,24.54,0.14
NUVOCO,120,80,66.67,26.89,0.22
NYKAA,90,56,62.22,-0.30,-0.00
OBEROIRLTY,99,56,56.57,15.80,0.16
OFSS,209,53,25.36,26.76,0.13
OIL,90,52,57.78,50.98,0.57
OLAELEC,132,82,62.12,-0.45,-0.00
OLECTRA,136,77,56.62,17.37,0.13
ONESOURCE,149,100,67.11,-49.40,-0.33
ONGC,149,33,22.15,14.98,0.10
PAGEIND,81,48,59.26,4.76,0.06
PARADEEP,144,81,56.25,-5.72,-0.04
PATANJALI,86,52,60.47,18.81,0.22
PAYTM,121,63,52.07,13.59,0.11
PCBL,142,87,61.27,14.14,0.10
PERSISTENT,112,63,56.25,15.15,0.14
PETRONET,120,45,37.50,5.33,0.04
PFC,99,48,48.48,-6.28,-0.06
PFIZER,84,53,63.10,17.14,0.20
PFOCUS,146,102,69.86,61.48,0.42
PGEL,149,87,58.39,-16.19,-0.11
PHOENIXLTD,91,61,67.03,10.50,0.12
PIDILITIND,71,33,46.48,-4.63,-0.07
PIIND,82,40,48.78,-33.00,-0.40
PINELABS,142,98,69.01,-34.67,-0.24
PIRAMALFIN,107,80,74.77,-11.01,-0.10
PNB,197,29,14.72,15.53,0.08
PNBHOUSING,111,58,52.25,39.57,0.36
POLICYBZR,108,65,60.19,3.41,0.03
POLYCAB,92,43,46.74,29.90,0.32
POLYMED,121,78,64.46,-31.51,-0.26
POONAWALLA,127,83,65.35,1.88,0.01
POWERGRID,54,32,59.26,5.27,0.10
POWERINDIA,140,84,60.00,36.23,0.26
PPLPHARMA,121,75,61.98,6.78,0.06
PREMIERENE,121,70,57.85,-6.83,-0.06
PRESTIGE,110,60,54.55,19.10,0.17
PTCIL,144,90,62.50,26.73,0.19
PVRINOX,119,77,64.71,29.35,0.25
PWL,138,86,62.32,-38.38,-0.28
RADICO,100,59,59.00,4.24,0.04
RAILTEL,126,65,51.59,-14.06,-0.11
RAINBOW,98,74,75.51,1.63,0.02
RAMCOCEM,104,78,75.00,6.87,0.07
RBLBANK,104,64,61.54,30.33,0.29
RECLTD,91,46,50.55,-5.80,-0.06
REDINGTON,218,74,33.94,14.78,0.07
RELIANCE,57,31,54.39,14.99,0.26
RHIM,115,64,55.65,-11.33,-0.10
RITES,109,56,51.38,-8.55,-0.08
RKFORGE,133,92,69.17,19.04,0.14
RPOWER,155,91,58.71,-2.97,-0.02
RRKABEL,136,80,58.82,67.38,0.50
RVNL,127,69,54.33,-13.88,-0.11
SAGILITY,127,75,59.06,19.07,0.15
SAIL,117,73,62.39,18.76,0.16
SAILIFE,121,80,66.12,13.55,0.11
SAMMAANCAP,133,75,56.39,54.44,0.41
SAPPHIRE,138,91,65.94,-42.78,-0.31
SARDAEN,145,90,62.07,-5.67,-0.04
SAREGAMA,139,94,67.63,21.37,0.15
SBFC,100,63,63.00,17.22,0.17
SBICARD,98,45,45.92,-6.03,-0.06
SBILIFE,53,32,60.38,-2.72,-0.05
SBIN,69,33,47.83,-0.46,-0.01
SCHAEFFLER,98,57,58.16,-12.86,-0.13
SCHNEIDER,98,58,59.18,22.87,0.23
SCI,156,89,57.05,44.62,0.29
SHREECEM,63,36,57.14,-9.19,-0.15
SHRIRAMFIN,101,57,56.44,42.41,0.42
SHYAMMETL,106,72,67.92,16.26,0.15
SIEMENS,103,61,59.22,25.32,0.25
SIGNATURE,139,79,56.83,20.94,0.15
SJVN,93,45,48.39,-13.53,-0.15
SOBHA,137,93,67.88,-12.41,-0.09
SOLARINDS,117,71,60.68,38.05,0.33
SONACOMS,114,71,62.28,21.29,0.19
SONATSOFTW,140,85,60.71,-5.13,-0.04
SPLPETRO,136,91,66.91,24.50,0.18
SRF,100,51,51.00,-9.60,-0.10
STARHEALTH,107,69,64.49,20.69,0.19
SUMICHEM,121,73,60.33,2.33,0.02
SUNDARMFIN,102,67,65.69,-8.40,-0.08
SUNPHARMA,43,28,65.12,1.09,0.03
SUNTV,102,62,60.78,13.33,0.13
SUPREMEIND,96,64,66.67,5.83,0.06
SUZLON,126,69,54.76,-5.29,-0.04
SWANCORP,139,86,61.87,0.37,0.00
SWIGGY,138,77,55.80,-29.77,-0.22
SYNGENE,99,62,62.63,-1.54,-0.02
SYRMA,150,91,60.67,12.56,0.08
TARIL,146,83,56.85,6.43,0.04
TATACAP,83,53,63.86,5.38,0.06
TATACHEM,105,51,48.57,-8.82,-0.08
TATACOMM,113,68,60.18,26.06,0.23
TATACONSUM,69,43,62.32,3.00,0.04
TATAELXSI,103,50,48.54,-15.74,-0.15
TATAINVEST,134,56,41.79,11.42,0.09
TATAPOWER,82,41,50.00,0.97,0.01
TATASTEEL,77,42,54.55,4.62,0.06
TATATECH,108,60,55.56,20.41,0.19
TBOTEK,138,92,66.67,9.59,0.07
TCS,59,23,38.98,-18.88,-0.32
TECHM,215,37,17.21,-3.26,-0.02
TECHNOE,129,73,56.59,13.85,0.11
TEGA,121,71,58.68,-3.44,-0.03
TEJASNET,150,73,48.67,-23.41,-0.16
TENNIND,116,76,65.52,30.29,0.26
THELEELA,114,86,75.44,25.67,0.23
THERMAX,114,71,62.28,4.13,0.04
TIINDIA,127,69,54.33,-25.42,-0.20
TIMKEN,98,60,61.22,-8.94,-0.09
TITAGARH,150,88,58.67,29.51,0.20
TITAN,65,31,47.69,0.11,0.00
TMCV,97,55,56.70,37.40,0.39
TMPV,113,45,39.82,-20.44,-0.18
TORNTPHARM,58,33,56.90,-1.57,-0.03
TORNTPOWER,105,64,60.95,6.03,0.06
TRAVELFOOD,129,90,69.77,4.17,0.03
TRENT,201,15,7.46,-12.94,-0.06
TRIDENT,193,51,26.42,-16.38,-0.08
TRITURBINE,124,86,69.35,8.90,0.07
TTML,135,76,56.30,-6.91,-0.05
TVSMOTOR,87,44,50.57,9.71,0.11
UBL,76,44,57.89,11.32,0.15
UCOBANK,103,55,53.40,-4.83,-0.05
ULTRACEMCO,222,27,12.16,-2.19,-0.01
UNIONBANK,221,43,19.46,40.96,0.19
UNITDSPR,82,46,56.10,2.72,0.03
UNOMINDA,102,56,54.90,9.26,0.09
UPL,87,37,42.53,-5.42,-0.06
URBANCO,152,95,62.50,-4.20,-0.03
USHAMART,128,85,66.41,17.73,0.14
UTIAMC,215,17,7.91,-24.68,-0.11
VBL,104,60,57.69,-13.97,-0.13
VEDL,200,29,14.50,38.65,0.19
VIJAYA,111,73,65.77,-16.86,-0.15
VMM,102,67,65.69,-3.86,-0.04
VOLTAS,107,71,66.36,-0.33,-0.00
VTL,126,92,73.02,16.89,0.13
WAAREEENER,126,70,55.56,-13.36,-0.11
WELCORP,119,79,66.39,33.55,0.28
WELSPUNLIV,153,86,56.21,21.29,0.14
WHIRLPOOL,116,67,57.76,-14.04,-0.12
WIPRO,136,22,16.18,-16.42,-0.12
WOCKPHARMA,151,87,57.62,15.34,0.10
YESBANK,82,40,48.78,18.07,0.22
ZEEL,242,67,27.69,-44.36,-0.18
ZENSARTECH,231,62,26.84,-52.36,-0.23
ZENTEC,139,95,68.35,35.39,0.25
ZFCVINDIA,215,18,8.37,16.40,0.08
ZYDUSLIFE,79,42,53.16,25.81,0.33
ZYDUSWELL,166,108,65.06,5.13,0.03
