symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
BATAINDIA,54,13,24.07,17.19,0.32
BAYERCROP,11,6,54.55,-3.54,-0.32
BBTC,22,11,50.00,6.35,0.29
BDL,34,22,64.71,-4.57,-0.13
BEL,11,4,36.36,-3.13,-0.28
BELRISE,25,15,60.00,-5.10,-0.20
BEML,41,30,73.17,24.45,0.60
BERGEPAINT,31,21,67.74,2.01,0.06
BHARATFORG,27,19,70.37,-1.74,-0.06
BHARTIARTL,12,4,33.33,2.42,0.20
BHARTIHEXA,24,17,70.83,1.16,0.05
BHEL,36,21,58.33,-2.04,-0.06
BIKAJI,14,11,78.57,4.64,0.33
BIOCON,20,12,60.00,8.92,0.45
BLS,30,23,76.67,5.74,0.19
BLUEDART,19,13,68.42,-5.89,-0.31
BLUEJET,37,28,75.68,20.46,0.55
BLUESTARCO,30,21,70.00,-0.26,-0.01
BOSCHLTD,21,13,61.90,7.91,0.38
BPCL,21,7,33.33,4.38,0.21
BRIGADE,36,19,52.78,28.70,0.80
BRITANNIA,14,8,57.14,7.58,0.54
BSE,29,18,62.07,2.67,0.09
BSOFT,32,19,59.38,3.83,0.12
CAMS,22,15,68.18,2.72,0.12
CANBK,17,9,52.94,7.58,0.45
CANFINHOME,24,14,58.33,-1.62,-0.07
CANHLIFE,34,25,73.53,0.02,0.00
CAPLIPOINT,36,30,83.33,10.46,0.29
CARBORUNIV,42,28,66.67,2.11,0.05
CARTRADE,39,31,79.49,23.64,0.61
CASTROLIND,43,2,4.65,6.42,0.15
CCL,29,25,86.21,1.17,0.04
CDSL,26,15,57.69,5.31,0.20
CEATLTD,31,19,61.29,28.65,0.92
CEMPRO,45,30,66.67,6.19,0.14
CENTRALBK,16,12,75.00,6.72,0.42
CESC,56,5,8.93,-1.44,-0.03
CGCL,35,24,68.57,9.25,0.26
CGPOWER,24,14,58.33,-0.03,-0.00
CHALET,20,13,65.00,-3.55,-0.18
CHAMBLFERT,20,14,70.00,2.26,0.11
CHENNPETRO,58,21,36.21,23.02,0.40
CHOICEIN,19,7,36.84,12.75,0.67
CHOLAFIN,21,6,28.57,16.98,0.81
CHOLAHLDNG,26,18,69.23,17.87,0.69
CIEINDIA,25,17,68.00,2.86,0.11
CIPLA,14,9,64.29,6.80,0.49
CLEAN,33,16,48.48,-0.83,-0.03
COALINDIA,9,4,44.44,-8.21,-0.91
COCHINSHIP,30,16,53.33,-11.39,-0.38
COFORGE,29,16,55.17,17.91,0.62
COHANCE,29,19,65.52,2.31,0.08
COLPAL,17,13,76.47,3.14,0.18
CONCOR,25,10,40.00,-0.26,-0.01
CONCORDBIO,29,22,75.86,8.08,0.28
COROMANDEL,31,22,70.97,-3.51,-0.11
CPPLUS,35,26,74.29,5.29,0.15
CRAFTSMAN,28,17,60.71,1.93,0.07
CREDITACC,18,10,55.56,2.92,0.16
CRISIL,29,20,68.97,0.25,0.01
CROMPTON,21,15,71.43,-2.59,-0.12
CUB,40,22,55.00,3.80,0.09
CUMMINSIND,16,8,50.00,-1.48,-0.09
CYIENT,28,17,60.71,2.77,0.10
DABUR,14,11,78.57,4.86,0.35
DALBHARAT,17,10,58.82,-4.15,-0.24
DATAPATTNS,43,27,62.79,1.86,0.04
DCMSHRIRAM,33,21,63.64,12.05,0.37
DEEPAKFERT,29,17,58.62,15.47,0.53
DEEPAKNTR,27,17,62.96,8.80,0.33
DELHIVERY,22,16,72.73,-6.76,-0.31
DEVYANI,40,25,62.50,5.75,0.14
DIVISLAB,25,12,48.00,15.96,0.64
DIXON,35,16,45.71,17.49,0.50
DLF,31,14,45.16,7.79,0.25
DMART,15,8,53.33,-0.76,-0.05
DOMS,16,11,68.75,0.29,0.02
DRREDDY,10,5,50.00,-12.02,-1.20
ECLERX,46,31,67.39,23.52,0.51
EICHERMOT,14,9,64.29,-6.91,-0.49
EIDPARRY,35,23,65.71,-3.57,-0.10
EIHOTEL,26,18,69.23,-2.91,-0.11
ELECON,35,21,60.00,-2.80,-0.08
ELGIEQUIP,33,27,81.82,6.44,0.20
EMAMILTD,31,22,70.97,-8.70,-0.28
EMCURE,23,10,43.48,14.47,0.63
EMMVEE,39,22,56.41,8.63,0.22
ENDURANCE,28,20,71.43,4.46,0.16
ENGINERSIN,30,24,80.00,25.86,0.86
ENRIN,37,26,70.27,-11.58,-0.31
ERIS,23,19,82.61,-9.58,-0.42
ESCORTS,17,12,70.59,9.80,0.58
ETERNAL,29,16,55.17,23.74,0.82
EXIDEIND,36,25,69.44,8.55,0.24
FACT,32,22,68.75,23.96,0.75
FEDERALBNK,13,8,61.54,3.12,0.24
FINCABLES,28,16,57.14,4.39,0.16
FIRSTCRY,27,17,62.96,-0.92,-0.03
FIVESTAR,31,21,67.74,11.02,0.36
FLUOROCHEM,27,19,70.37,15.01,0.56
FORCEMOT,28,16,57.14,-1.91,-0.07
FORTIS,24,15,62.50,-6.81,-0.28
FSL,40,27,67.50,-6.35,-0.16
GABRIEL,43,34,79.07,3.31,0.08
GAIL,9,5,55.56,4.99,0.55
GALLANTT,35,18,51.43,-1.39,-0.04
GESHIP,27,16,59.26,-6.85,-0.25
GICRE,61,4,6.56,0.54,0.01
GILLETTE,13,9,69.23,2.13,0.16
GLAND,38,27,71.05,20.87,0.55
GLAXO,28,18,64.29,12.71,0.45
GLENMARK,21,18,85.71,-1.88,-0.09
GMDCLTD,39,21,53.85,13.77,0.35
GMRAIRPORT,25,14,56.00,3.73,0.15
GODFRYPHLP,28,14,50.00,6.65,0.24
GODIGIT,29,22,75.86,-5.75,-0.20
GODREJCP,17,8,47.06,-0.95,-0.06
GODREJIND,30,21,70.00,4.73,0.16
GODREJPROP,31,17,54.84,10.90,0.35
GPIL,32,22,68.75,3.08,0.10
GRANULES,28,22,78.57,10.28,0.37
GRAPHITE,41,27,65.85,7.38,0.18
GRASIM,16,7,43.75,-3.91,-0.24
GRAVITA,38,28,73.68,17.40,0.46
GROWW,34,23,67.65,4.42,0.13
GRSE,29,18,62.07,5.19,0.18
HAL,20,12,60.00,3.76,0.19
HAVELLS,16,10,62.50,0.76,0.05
HBLENGINE,33,19,57.58,7.36,0.22
HCLTECH,21,10,47.62,-1.35,-0.06
HDBFS,23,10,43.48,8.19,0.36
HDFCAMC,22,13,59.09,7.95,0.36
HDFCBANK,11,7,63.64,2.67,0.24
HDFCLIFE,17,7,41.18,-1.93,-0.11
HEROMOTOCO,21,13,61.90,2.34,0.11
HEXT,40,28,70.00,7.62,0.19
HINDALCO,25,15,60.00,-3.41,-0.14
HINDCOPPER,39,25,64.10,0.03,0.00
HINDPETRO,49,4,8.16,3.92,0.08
HINDUNILVR,9,7,77.78,1.30,0.14
HINDZINC,33,16,48.48,-11.84,-0.36
HOMEFIRST,26,16,61.54,4.37,0.17
HONASA,36,27,75.00,17.07,0.47
HONAUT,23,20,86.96,2.35,0.10
HSCL,38,23,60.53,10.28,0.27
HUDCO,23,12,52.17,12.99,0.56
HYUNDAI,27,15,55.56,13.67,0.51
ICICIAMC,27,22,81.48,-10.71,-0.40
ICICIBANK,11,6,54.55,1.72,0.16
ICICIGI,26,15,57.69,-0.53,-0.02
ICICIPRULI,25,13,52.00,1.21,0.05
IDBI,32,20,62.50,6.14,0.19
IDEA,36,25,69.44,8.21,0.23
IDFCFIRSTB,15,8,53.33,9.66,0.64
IEX,18,12,66.67,3.52,0.20
IFCI,42,25,59.52,28.48,0.68
IGIL,30,27,90.00,11.10,0.37
IGL,27,21,77.78,0.31,0.01
IIFL,38,28,73.68,11.23,0.30
IKS,21,14,66.67,-7.71,-0.37
INDGN,28,24,85.71,12.10,0.43
INDHOTEL,17,12,70.59,5.52,0.32
INDIACEM,29,19,65.52,-6.10,-0.21
INDIAMART,21,15,71.43,-5.13,-0.24
INDIANB,26,17,65.38,16.92,0.65
INDIGO,20,6,30.00,20.38,1.02
INDUSINDBK,22,10,45.45,-4.91,-0.22
INDUSTOWER,49,7,14.29,-5.22,-0.11
INFY,17,6,35.29,9.52,0.56
INOXWIND,30,17,56.67,12.18,0.41
INTELLECT,32,16,50.00,4.77,0.15
IOB,20,9,45.00,-2.97,-0.15
IOC,13,5,38.46,-1.93,-0.15
IPCALAB,26,17,65.38,1.93,0.07
IRB,18,13,72.22,0.98,0.05
IRCON,27,15,55.56,7.28,0.27
IRCTC,10,7,70.00,-3.15,-0.32
IREDA,12,6,50.00,-3.26,-0.27
IRFC,15,9,60.00,-4.42,-0.29
ITC,7,5,71.43,-0.46,-0.07
ITCHOTELS,26,15,57.69,17.67,0.68
ITI,26,16,61.54,3.70,0.14
JAINREC,46,28,60.87,9.31,0.20
JBMA,27,13,48.15,-1.22,-0.05
JINDALSAW,41,28,68.29,2.58,0.06
JINDALSTEL,17,16,94.12,9.14,0.54
JIOFIN,24,11,45.83,-1.90,-0.08
JKCEMENT,26,17,65.38,11.14,0.43
JKTYRE,25,13,52.00,18.37,0.73
JMFINANCIL,36,25,69.44,15.20,0.42
JPPOWER,29,19,65.52,-1.58,-0.05
JSL,23,14,60.87,-6.57,-0.29
JSWCEMENT,21,10,47.62,5.82,0.28
JSWDULUX,23,17,73.91,-5.64,-0.25
JSWENERGY,22,11,50.00,-1.46,-0.07
JSWINFRA,30,18,60.00,-3.32,-0.11
JSWSTEEL,14,9,64.29,-2.09,-0.15
JUBLFOOD,28,18,64.29,2.07,0.07
JUBLINGREA,33,26,78.79,7.23,0.22
JUBLPHARMA,31,22,70.97,8.40,0.27
JWL,30,16,53.33,8.06,0.27
JYOTICNC,39,28,71.79,32.27,0.83
KAJARIACER,27,20,74.07,4.30,0.16
KALYANKJIL,39,23,58.97,25.93,0.66
KARURVYSYA,31,22,70.97,8.76,0.28
KAYNES,40,24,60.00,6.17,0.15
KEC,22,16,72.73,9.41,0.43
KEI,25,13,52.00,-11.97,-0.48
KFINTECH,27,17,62.96,5.04,0.19
KIMS,24,18,75.00,3.92,0.16
KIRLOSENG,39,29,74.36,17.44,0.45
KOTAKBANK,14,6,42.86,-2.84,-0.20
KPIL,37,25,67.57,6.64,0.18
KPITTECH,37,18,48.65,-5.74,-0.16
KPRMILL,31,16,51.61,-3.44,-0.11
LALPATHLAB,25,13,52.00,8.73,0.35
LATENTVIEW,35,23,65.71,-0.69,-0.02
LAURUSLABS,22,8,36.36,21.61,0.98
LEMONTREE,23,18,78.26,6.36,0.28
LENSKART,21,16,76.19,1.70,0.08
LGEINDIA,36,26,72.22,1.54,0.04
LICHSGFIN,19,10,52.63,2.88,0.15
LICI,26,13,50.00,5.37,0.21
LINDEINDIA,31,20,64.52,7.66,0.25
LLOYDSME,34,21,61.76,11.27,0.33
LODHA,34,16,47.06,9.49,0.28
LT,12,6,50.00,6.38,0.53
LTF,28,19,67.86,5.48,0.20
LTFOODS,32,23,71.88,-3.20,-0.10
LTM,30,16,53.33,9.97,0.33
LTTS,25,17,68.00,13.89,0.56
LUPIN,14,8,57.14,-5.44,-0.39
MAHABANK,25,16,64.00,14.96,0.60
MANAPPURAM,30,15,50.00,10.85,0.36
MANKIND,27,13,48.15,-0.02,-0.00
MAPMYINDIA,40,23,57.50,8.36,0.21
MARICO,12,9,75.00,1.03,0.09
MARUTI,10,3,30.00,1.96,0.20
MAXHEALTH,26,19,73.08,18.92,0.73
MAZDOCK,27,17,62.96,-3.91,-0.14
MCX,32,17,53.12,3.79,0.12
MEDANTA,27,19,70.37,16.79,0.62
MEESHO,34,26,76.47,-13.79,-0.41
MFSL,23,13,56.52,-4.09,-0.18
MGL,30,24,80.00,14.06,0.47
MINDACORP,30,22,73.33,10.22,0.34
MMTC,32,17,53.12,22.76,0.71
MOTHERSON,17,13,76.47,1.91,0.11
MOTILALOFS,23,18,78.26,7.52,0.33
MPHASIS,36,13,36.11,0.29,0.01
MRF,10,6,60.00,-3.93,-0.39
MRPL,41,28,68.29,20.48,0.50
MSUMI,21,14,66.67,-1.62,-0.08
MUTHOOTFIN,30,15,50.00,-3.80,-0.13
NAM-INDIA,26,12,46.15,3.84,0.15
NATCOPHARM,27,23,85.19,11.35,0.42
NATIONALUM,34,17,50.00,11.00,0.32
NAUKRI,18,12,66.67,3.40,0.19
NAVA,30,19,63.33,16.45,0.55
NAVINFLUOR,33,19,57.58,1.25,0.04
NBCC,25,13,52.00,8.05,0.32
NCC,33,20,60.61,-1.17,-0.04
NESTLEIND,23,17,73.91,8.85,0.38
NETWEB,39,25,64.10,2.70,0.07
NEULANDLAB,27,15,55.56,20.37,0.75
NEWGEN,34,19,55.88,14.97,0.44
NH,23,16,69.57,1.91,0.08
NHPC,16,8,50.00,0.45,0.03
NIACL,34,20,58.82,16.12,0.47
NIVABUPA,23,18,78.26,4.80,0.21
NLCINDIA,27,20,74.07,10.61,0.39
NMDC,18,9,50.00,-1.11,-0.06
NSLNISP,33,18,54.55,9.89,0.30
NTPC,16,11,68.75,1.34,0.08
NTPCGREEN,11,7,63.64,3.00,0.27
NUVAMA,31,24,77.42,2.55,0.08
NUVOCO,30,21,70.00,32.83,1.09
NYKAA,17,11,64.71,8.24,0.48
OBEROIRLTY,30,16,53.33,2.31,0.08
OFSS,33,19,57.58,17.86,0.54
OIL,21,15,71.43,4.90,0.23
OLAELEC,38,24,63.16,-0.00,-0.00
OLECTRA,35,21,60.00,20.65,0.59
ONESOURCE,35,24,68.57,4.88,0.14
ONGC,15,9,60.00,-2.29,-0.15
PAGEIND,19,14,73.68,4.85,0.26
PARADEEP,33,22,66.67,20.09,0.61
PATANJALI,21,13,61.90,3.19,0.15
PAYTM,33,20,60.61,12.98,0.39
PCBL,42,28,66.67,9.33,0.22
PERSISTENT,37,19,51.35,4.13,0.11
PETRONET,17,15,88.24,13.59,0.80
PFC,24,17,70.83,-0.74,-0.03
PFIZER,17,10,58.82,-4.76,-0.28
PFOCUS,27,20,74.07,16.32,0.60
PGEL,35,18,51.43,21.55,0.62
PHOENIXLTD,25,15,60.00,3.15,0.13
PIDILITIND,15,12,80.00,7.65,0.51
PIIND,18,8,44.44,-11.88,-0.66
PINELABS,46,33,71.74,-10.76,-0.23
PIRAMALFIN,31,24,77.42,-2.46,-0.08
PNB,13,8,61.54,13.18,1.01
PNBHOUSING,27,16,59.26,11.05,0.41
POLICYBZR,28,19,67.86,2.09,0.07
POLYCAB,19,10,52.63,-2.70,-0.14
POLYMED,34,23,67.65,2.94,0.09
POONAWALLA,30,20,66.67,7.56,0.25
POWERGRID,12,7,58.33,2.43,0.20
POWERINDIA,30,23,76.67,1.26,0.04
PPLPHARMA,30,27,90.00,7.80,0.26
PREMIERENE,26,19,73.08,0.93,0.04
PRESTIGE,30,17,56.67,10.34,0.34
PTCIL,35,23,65.71,2.64,0.08
PVRINOX,29,23,79.31,13.58,0.47
PWL,47,29,61.70,16.40,0.35
RADICO,19,13,68.42,5.78,0.30
RAILTEL,18,6,33.33,-0.23,-0.01
RAINBOW,27,22,81.48,-1.91,-0.07
RAMCOCEM,27,18,66.67,6.04,0.22
RBLBANK,20,10,50.00,1.38,0.07
RECLTD,19,10,52.63,4.31,0.23
REDINGTON,37,22,59.46,26.48,0.72
RELIANCE,12,5,41.67,-2.88,-0.24
RHIM,32,18,56.25,3.06,0.10
RITES,26,16,61.54,-5.98,-0.23
RKFORGE,32,21,65.62,15.79,0.49
RPOWER,30,19,63.33,-0.49,-0.02
RRKABEL,43,32,74.42,-6.05,-0.14
RVNL,25,12,48.00,-2.65,-0.11
SAGILITY,29,23,79.31,11.86,0.41
SAIL,32,20,62.50,4.39,0.14
SAILIFE,30,25,83.33,6.49,0.22
SAMMAANCAP,34,22,64.71,14.85,0.44
SAPPHIRE,32,24,75.00,-4.10,-0.13
SARDAEN,28,21,75.00,10.91,0.39
SAREGAMA,40,32,80.00,22.41,0.56
SBFC,20,12,60.00,3.34,0.17
SBICARD,27,14,51.85,5.25,0.19
SBILIFE,17,11,64.71,-3.16,-0.19
SBIN,17,10,58.82,2.72,0.16
SCHAEFFLER,22,16,72.73,2.88,0.13
SCHNEIDER,42,27,64.29,-0.38,-0.01
SCI,34,20,58.82,9.79,0.29
SHREECEM,15,8,53.33,-9.80,-0.65
SHRIRAMFIN,25,14,56.00,10.72,0.43
SHYAMMETL,28,19,67.86,1.45,0.05
SIEMENS,27,13,48.15,7.74,0.29
SIGNATURE,38,22,57.89,3.73,0.10
SJVN,20,13,65.00,10.32,0.52
SOBHA,35,26,74.29,1.32,0.04
SOLARINDS,25,18,72.00,7.56,0.30
SONACOMS,29,19,65.52,-0.03,-0.00
SONATSOFTW,45,32,71.11,14.36,0.32
SPLPETRO,37,26,70.27,19.85,0.54
SRF,19,12,63.16,-1.91,-0.10
STARHEALTH,24,16,66.67,3.98,0.17
SUMICHEM,35,23,65.71,10.83,0.31
SUNDARMFIN,18,9,50.00,14.68,0.82
SUNPHARMA,9,5,55.56,2.91,0.32
SUNTV,19,9,47.37,6.89,0.36
SUPREMEIND,21,14,66.67,-3.26,-0.16
SUZLON,27,16,59.26,-5.78,-0.21
SWANCORP,23,14,60.87,1.90,0.08
SWIGGY,35,15,42.86,5.54,0.16
SYNGENE,25,20,80.00,4.93,0.20
SYRMA,35,24,68.57,1.11,0.03
TARIL,33,21,63.64,13.98,0.42
TATACAP,23,14,60.87,15.70,0.68
TATACHEM,33,14,42.42,-1.30,-0.04
TATACOMM,24,17,70.83,7.70,0.32
TATACONSUM,16,9,56.25,-4.59,-0.29
TATAELXSI,23,11,47.83,-4.45,-0.19
TATAINVEST,23,10,43.48,2.44,0.11
TATAPOWER,16,7,43.75,-3.48,-0.22
TATASTEEL,14,8,57.14,-2.33,-0.17
TATATECH,32,14,43.75,-9.61,-0.30
TBOTEK,36,26,72.22,17.03,0.47
TCS,21,11,52.38,4.13,0.20
TECHM,32,15,46.88,-2.87,-0.09
TECHNOE,27,17,62.96,6.96,0.26
TEGA,34,23,67.65,2.81,0.08
TEJASNET,38,16,42.11,-3.88,-0.10
TENNIND,30,16,53.33,-4.15,-0.14
THELEELA,29,20,68.97,15.11,0.52
THERMAX,29,16,55.17,-12.31,-0.42
TIINDIA,29,15,51.72,4.81,0.17
TIMKEN,24,13,54.17,-3.42,-0.14
TITAGARH,37,24,64.86,9.77,0.26
TITAN,12,5,41.67,1.51,0.13
TMCV,32,19,59.38,15.67,0.49
TMPV,29,12,41.38,-0.86,-0.03
TORNTPHARM,16,10,62.50,-3.77,-0.24
TORNTPOWER,23,15,65.22,10.85,0.47
TRAVELFOOD,36,28,77.78,3.13,0.09
TRENT,19,13,68.42,4.60,0.24
TRIDENT,20,11,55.00,-0.28,-0.01
TRITURBINE,35,29,82.86,2.65,0.08
TTML,28,19,67.86,0.06,0.00
TVSMOTOR,22,12,54.55,11.68,0.53
UBL,21,17,80.95,11.67,0.56
UCOBANK,18,9,50.00,4.21,0.23
ULTRACEMCO,40,9,22.50,9.78,0.24
UNIONBANK,38,15,39.47,12.27,0.32
UNITDSPR,17,11,64.71,3.85,0.23
UNOMINDA,19,9,47.37,9.14,0.48
UPL,22,9,40.91,1.11,0.05
URBANCO,38,25,65.79,35.15,0.93
USHAMART,32,19,59.38,4.14,0.13
UTIAMC,31,6,19.35,7.92,0.26
VBL,29,19,65.52,4.49,0.15
VEDL,27,18,66.67,1.41,0.05
VIJAYA,38,30,78.95,6.89,0.18
VMM,27,18,66.67,1.64,0.06
VOLTAS,23,17,73.91,-1.84,-0.08
VTL,34,24,70.59,-0.77,-0.02
WAAREEENER,19,12,63.16,-3.40,-0.18
WELCORP,27,19,70.37,20.95,0.78
WELSPUNLIV,43,31,72.09,17.36,0.40
WHIRLPOOL,21,16,76.19,4.91,0.23
WIPRO,13,5,38.46,0.05,0.00
WOCKPHARMA,42,24,57.14,12.15,0.29
YESBANK,15,7,46.67,8.44,0.56
ZEEL,61,19,31.15,-26.83,-0.44
ZENSARTECH,47,23,48.94,-11.78,-0.25
ZENTEC,37,25,67.57,-3.13,-0.08
ZFCVINDIA,31,18,58.06,7.20,0.23
ZYDUSLIFE,20,14,70.00,11.07,0.55
ZYDUSWELL,48,32,66.67,2.43,0.05
